ORDER_ID,OPERATION_SEQ_NO,PIECE_NO,PART_ID,CALC_QTY,QTY_PER,FIXED_QTY,REQUIRED_DATE,SITE_ID,QTY_ON_HAND
WO-070470,10,10,MMC0001025,5291.35000000,0.97000000,0.00000000,2026-04-17 00:00:00.000,MTM2,63505.00000000
WO-070470,10,20,FGT0834-01,0.00000000,0.00000000,0.00000000,2026-04-17 00:00:00.000,MTM2,0.00000000
WO-070470,19,10,FGT0697-01,0.00000000,0.00000000,0.00000000,2026-04-17 00:00:00.000,MTM2,0.00000000
WO-070492,10,10,MMF0005011,58.65000000,2.55000000,0.00000000,2026-04-24 03:30:00.000,MTM2,85.00000000
WO-070492,89,10,T68048,23.00000000,1.00000000,0.00000000,2026-04-24 05:00:00.000,MTM2,3523.00000000
WO-070498,10,10,MMF0002006,360.00000000,18.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,239.00000000
WO-070498,889,30,FGT0746-01,0.00000000,0.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,0.00000000
WO-070502,10,10,MMF0007125,49.80000000,4.15000000,0.00000000,2026-04-20 00:00:00.000,MTM2,140.00000000
WO-070502,30,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,0.00000000
WO-070504,10,10,MMF0005511,154.00000000,7.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,2448.00000000
WO-070504,10,20,Tooling Not Ready,22.00000000,1.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,0.00000000
WO-070504,30,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,0.00000000
WO-070511,10,10,MMF0005531,7283.44000000,14.48000000,0.00000000,2026-04-21 00:00:00.000,MTM2,3232.00000000
WO-070511,20,10,RCG25,10.00000000,0.01850000,0.00000000,2026-05-08 00:00:00.000,MTM2,12.00000000
WO-070513,10,10,MMC0001025,592.49000000,1.79000000,0.00000000,2026-04-21 00:00:00.000,MTM2,63505.00000000
WO-070513,10,20,FGT0834-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070513,19,10,FGT0697-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070514,10,10,MMC0001025,468.00000000,2.34000000,0.00000000,2026-04-21 00:00:00.000,MTM2,63505.00000000
WO-070514,10,20,FGT0834-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070514,19,10,FGT0697-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070535,10,10,MMS0000070,1904.00000000,1.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,110.00000000
WO-070535,10,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,0.00000000
WO-070535,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-20 00:00:00.000,MTM2,0.00000000
WO-070545,10,10,MMC0001025,120.00000000,0.96000000,0.00000000,2026-04-21 00:00:00.000,MTM2,63505.00000000
WO-070545,10,20,FGT0719-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070545,19,10,FGT0690-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070546,10,10,MMC0001025,248.60000000,1.10000000,0.00000000,2026-04-21 00:00:00.000,MTM2,63505.00000000
WO-070546,10,20,FGT0719-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070546,19,10,FGT0690-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070547,10,10,MMC0001025,165.00000000,1.10000000,0.00000000,2026-04-21 00:00:00.000,MTM2,63505.00000000
WO-070547,10,20,FGT0719-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070547,19,10,FGT0690-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070548,10,10,MMC0001025,57.50000000,1.15000000,0.00000000,2026-04-21 00:00:00.000,MTM2,63505.00000000
WO-070548,10,20,FGT0719-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070548,19,10,FGT0690-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070549,10,10,MMC0001025,3920.22000000,2.61000000,0.00000000,2026-04-24 01:00:00.000,MTM2,63505.00000000
WO-070549,10,20,FGT0719-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070549,19,10,FGT0690-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070550,10,10,MMC0001025,652.50000000,2.61000000,0.00000000,2026-04-27 00:40:00.000,MTM2,63505.00000000
WO-070550,10,20,FGT0719-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070550,19,10,FGT0690-01,0.00000000,0.00000000,0.00000000,2026-04-21 00:00:00.000,MTM2,0.00000000
WO-070569,10,10,MMF0005010,1367.40000000,8.60000000,0.00000000,2026-04-22 00:00:00.000,MTM2,568.40000000
WO-070569,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-22 00:00:00.000,MTM2,0.00000000
WO-070570,10,10,MMF0005010,1754.40000000,8.60000000,0.00000000,2026-04-22 00:00:00.000,MTM2,568.40000000
WO-070570,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-22 00:00:00.000,MTM2,0.00000000
WO-070575,10,10,MMF0005010,2420.28000000,2.49000000,0.00000000,2026-04-27 01:20:00.000,MTM2,568.40000000
WO-070575,90,10,14M7233,972.00000000,1.00000000,0.00000000,2026-04-27 15:40:00.000,MTM2,7121.00000000
WO-070575,90,20,RCG25,17.00000000,0.01670000,0.00000000,2026-04-27 15:40:00.000,MTM2,12.00000000
WO-070576,10,10,MMF0005525,1010.88000000,2.43000000,0.00000000,2026-04-22 00:00:00.000,MTM2,10695.00000000
WO-070576,90,10,963093,832.00000000,2.00000000,0.00000000,2026-04-24 05:10:00.000,MTM2,30615.00000000
WO-070582,10,10,MMF0005011,94.76000000,0.46000000,0.00000000,2026-04-22 00:00:00.000,MTM2,85.00000000
WO-070582,30,10,962689,412.00000000,2.00000000,0.00000000,2026-05-04 19:20:00.000,MTM2,17182.00000000
WO-070603,10,10,MMC0000742,12844.80000000,26.76000000,0.00000000,2026-05-22 10:20:00.000,MTM2,0.00000000
WO-070603,10,20,FGT1206-01,0.00000000,0.00000000,0.00000000,2026-04-23 00:00:00.000,MTM2,0.00000000
WO-070603,20,10,FGT1203-01,0.00000000,0.00000000,0.00000000,2026-04-23 00:00:00.000,MTM2,0.00000000
WO-070603,90,10,962689,3840.00000000,8.00000000,0.00000000,2026-06-01 11:20:00.000,MTM2,17182.00000000
WO-070612,10,10,MMF0007080,11.52000000,0.48000000,0.00000000,2026-04-24 07:00:00.000,MTM2,263.00000000
WO-070612,100,10,8143420,48.00000000,2.00000000,0.00000000,2026-06-05 18:50:00.000,MTM2,12984.00000000
WO-070612,100,20,969278,48.00000000,2.00000000,0.00000000,2026-06-05 18:50:00.000,MTM2,984.00000000
WO-070612,100,30,78808626,48.00000000,2.00000000,0.00000000,2026-06-05 18:50:00.000,MTM2,2487.00000000
WO-070653,10,10,MMC0000659,79720.24000000,9.98000000,0.00000000,2026-05-01 00:00:00.000,MTM2,67410.18000000
WO-070653,10,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-24 00:00:00.000,MTM2,0.00000000
WO-070653,19,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-24 00:00:00.000,MTM2,0.00000000
WO-070653,19,20,GENFOAM4,160.00000000,0.02000000,0.00000000,2026-05-04 14:30:00.000,MTM2,223.00000000
WO-070670,10,10,MMC0001114,3490.50000000,4.65400000,0.00000000,2026-05-12 07:10:00.000,MTM2,2930.00000000
WO-070670,10,20,FGT1148-01,0.00000000,0.00000000,0.00000000,2026-04-27 00:00:00.000,MTM2,0.00000000
WO-070670,20,10,FGT1149-01,0.00000000,0.00000000,0.00000000,2026-04-27 00:00:00.000,MTM2,0.00000000
WO-070685,10,10,MMF0008025,47.43000000,2.79000000,0.00000000,2026-05-01 07:00:00.000,MTM2,342.00000000
WO-070685,10,20,Tooling Not Ready,0.00000000,0.00000000,0.00000000,2026-04-27 00:00:00.000,MTM2,0.00000000
WO-070685,90,10,60111757,34.00000000,2.00000000,0.00000000,2026-05-29 10:30:00.000,MTM2,0.00000000
WO-070685,96,10,961615,34.00000000,2.00000000,0.00000000,2026-05-29 10:50:00.000,MTM2,47.00000000
WO-070693,10,10,MMC0000740,7821.00000000,8.69000000,0.00000000,2026-05-29 00:00:00.000,MTM2,10358.14000000
WO-070693,10,20,FGT1132-01,0.00000000,0.00000000,0.00000000,2026-04-27 00:00:00.000,MTM2,0.00000000
WO-070693,20,10,FGT1133-01,0.00000000,0.00000000,0.00000000,2026-04-27 00:00:00.000,MTM2,0.00000000
WO-070693,30,10,FGT1136-01,0.00000000,0.00000000,0.00000000,2026-04-27 00:00:00.000,MTM2,0.00000000
WO-070750,19,10,MMC0000551,238.62000000,0.06000000,0.00000000,2026-05-01 01:30:00.000,MTM2,0.00000000
WO-070750,19,20,FGT0192-01,0.00000000,0.00000000,0.00000000,2026-04-28 00:00:00.000,MTM2,0.00000000
WO-070750,39,10,VBG00006,40.00000000,0.01000000,0.00000000,2026-05-22 00:00:00.000,MTM2,2812.00000000
WO-070761,10,10,MMC0000870,4722.36000000,0.11700000,0.00000000,2026-05-20 05:30:00.000,MTM2,0.00000000
WO-070761,10,20,FGT1022-01,0.00000000,0.00000000,0.00000000,2026-04-28 00:00:00.000,MTM2,0.00000000
WO-070761,939,10,VBG00006,202.00000000,0.00500000,0.00000000,2026-06-08 16:20:00.000,MTM2,2812.00000000
WO-070775,10,10,MMF0005010,1522.20000000,8.60000000,0.00000000,2026-05-01 07:00:00.000,MTM2,568.40000000
WO-070775,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-28 00:00:00.000,MTM2,0.00000000
WO-070777,10,10,MMF0005531,37180.00000000,220.00000000,0.00000000,2026-05-13 03:10:00.000,MTM2,3232.00000000
WO-070777,70,10,FGT1214-01,0.00000000,0.00000000,0.00000000,2026-04-28 00:00:00.000,MTM2,0.00000000
WO-070788,10,10,MMF0005531,29040.00000000,220.00000000,0.00000000,2026-05-12 10:20:00.000,MTM2,3232.00000000
WO-070788,70,10,FGT1214-01,0.00000000,0.00000000,0.00000000,2026-04-28 00:00:00.000,MTM2,0.00000000
WO-070804,10,10,MMF0006615,825.00000000,2.75000000,0.00000000,2026-05-01 00:00:00.000,MTM2,2957.00000000
WO-070804,20,10,FGT0265-01,0.00000000,0.00000000,0.00000000,2026-04-29 00:00:00.000,MTM2,0.00000000
WO-070823,10,10,MMF0005808,1674.00000000,22.32000000,0.00000000,2026-05-01 08:00:00.000,MTM2,1665.00000000
WO-070823,30,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-29 00:00:00.000,MTM2,0.00000000
WO-070823,50,10,FGT0001-01,75.00000000,1.00000000,0.00000000,2026-06-02 12:10:00.000,MTM2,0.00000000
WO-070825,10,10,MMF0005511,18.60000000,1.86000000,0.00000000,2026-05-15 17:30:00.000,MTM2,2448.00000000
WO-070825,10,20,Tooling Not Ready,10.00000000,1.00000000,0.00000000,2026-05-15 17:30:00.000,MTM2,0.00000000
WO-070825,30,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-29 00:00:00.000,MTM2,0.00000000
WO-070829,10,10,MMC0000873,6446.62000000,0.02200000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070829,10,20,FGT1060-01,0.00000000,0.00000000,0.00000000,2026-04-29 00:00:00.000,MTM2,0.00000000
WO-070829,929,10,VBG00006,176.00000000,0.00060000,0.00000000,2026-06-10 08:50:00.000,MTM2,2812.00000000
WO-070842,10,10,MMFSR05511,17.48000000,0.38000000,0.00000000,2026-05-15 09:10:00.000,MTM2,2451.00000000
WO-070842,10,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070842,90,10,965499,46.00000000,1.00000000,0.00000000,2026-05-15 13:20:00.000,MTM2,45.00000000
WO-070849,10,10,4536-2779-030-Blank,303.00000000,1.00000000,0.00000000,2026-06-16 11:20:00.000,MTM2,303.00000000
WO-070849,10,20,FGT0381-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070849,20,10,FGT0382-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070855,10,10,MMF0009014,347.50000000,13.90000000,0.00000000,2026-05-01 10:40:00.000,MTM2,95.00000000
WO-070855,29,10,FGT1178-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070855,49,10,FGT1175-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070856,10,10,MMF0009014,412.50000000,7.50000000,0.00000000,2026-05-01 07:20:00.000,MTM2,95.00000000
WO-070856,29,10,FGT1172-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070860,10,10,MMC0001000,81.31000000,1.73000000,0.00000000,2026-05-01 11:30:00.000,MTM2,41391.70000000
WO-070860,10,20,FGT0015-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070860,19,10,FGT0182-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070869,10,10,24733449-Blank,397.00000000,1.00000000,0.00000000,2026-05-27 12:50:00.000,MTM2,0.00000000
WO-070869,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-04-30 00:00:00.000,MTM2,0.00000000
WO-070869,19,10,24733508,794.00000000,2.00000000,0.00000000,2026-05-27 20:20:00.000,MTM2,1139.00000000
WO-070869,19,20,12A-B,3176.00000000,8.00000000,0.00000000,2026-05-27 20:20:00.000,MTM2,69272.00000000
WO-070870,10,10,24733452-Blank,748.00000000,1.00000000,0.00000000,2026-05-28 06:00:00.000,MTM2,0.00000000
WO-070870,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070870,19,10,24733508,1496.00000000,2.00000000,0.00000000,2026-05-28 23:40:00.000,MTM2,1139.00000000
WO-070870,19,20,12A-B,5984.00000000,8.00000000,0.00000000,2026-05-28 23:40:00.000,MTM2,69272.00000000
WO-070871,10,10,24733454-Blank,60.00000000,1.00000000,0.00000000,2026-05-12 18:40:00.000,MTM2,0.00000000
WO-070871,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070871,19,10,24733508,120.00000000,2.00000000,0.00000000,2026-05-31 23:40:00.000,MTM2,1139.00000000
WO-070871,19,20,12A-B,480.00000000,8.00000000,0.00000000,2026-05-31 23:40:00.000,MTM2,69272.00000000
WO-070874,10,10,24733457-Blank,344.00000000,1.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070874,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070874,19,10,24733508,688.00000000,2.00000000,0.00000000,2026-06-19 16:40:00.000,MTM2,1139.00000000
WO-070874,19,20,12A-B,2752.00000000,8.00000000,0.00000000,2026-06-19 16:40:00.000,MTM2,69272.00000000
WO-070875,10,10,24733458-Blank,1000.00000000,1.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070875,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070875,19,10,24733508,2000.00000000,2.00000000,0.00000000,2026-05-29 00:30:00.000,MTM2,1139.00000000
WO-070875,19,20,12A-B,8000.00000000,8.00000000,0.00000000,2026-05-29 00:30:00.000,MTM2,69272.00000000
WO-070876,10,10,24733460-Blank,300.00000000,1.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070876,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070876,19,10,24733508,600.00000000,2.00000000,0.00000000,2026-06-04 23:40:00.000,MTM2,1139.00000000
WO-070876,19,20,12A-B,2400.00000000,8.00000000,0.00000000,2026-06-04 23:40:00.000,MTM2,69272.00000000
WO-070877,10,10,24733461-Blank,600.00000000,1.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,9.00000000
WO-070877,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070877,19,10,24733508,1200.00000000,2.00000000,0.00000000,2026-06-04 23:50:00.000,MTM2,1139.00000000
WO-070877,19,20,12A-B,4800.00000000,8.00000000,0.00000000,2026-06-04 23:50:00.000,MTM2,69272.00000000
WO-070878,10,10,24733463-Blank,160.00000000,1.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070878,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070878,19,10,24733508,320.00000000,2.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,1139.00000000
WO-070878,19,20,12A-B,1280.00000000,8.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,69272.00000000
WO-070879,10,10,24733464-Blank,800.00000000,1.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070879,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070879,19,10,24733508,1600.00000000,2.00000000,0.00000000,2026-05-29 19:30:00.000,MTM2,1139.00000000
WO-070879,19,20,12A-B,6400.00000000,8.00000000,0.00000000,2026-05-29 19:30:00.000,MTM2,69272.00000000
WO-070883,10,10,MMF0005531,4939.20000000,9.80000000,0.00000000,2026-05-01 00:00:00.000,MTM2,3232.00000000
WO-070883,20,10,RCG25,10.00000000,0.01850000,0.00000000,2026-05-01 00:00:00.000,MTM2,12.00000000
WO-070888,10,10,MMC0000978,11349.52000000,1.04000000,0.00000000,2026-06-02 12:00:00.000,MTM2,11350.00000000
WO-070888,10,20,FGT0035-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070888,20,10,23-12729-008,32739.00000000,3.00000000,0.00000000,2026-06-04 23:50:00.000,MTM2,307947.00000000
WO-070888,20,20,FGT0044-01,0.00000000,0.00000000,0.00000000,2026-05-01 00:00:00.000,MTM2,0.00000000
WO-070919,10,10,MMF0000385,2239.00000000,1.00000000,0.00000000,2026-05-13 15:30:00.000,MTM2,1670.00000000
WO-070919,10,20,FGT1031-01,0.00000000,0.00000000,0.00000000,2026-05-04 00:00:00.000,MTM2,0.00000000
WO-070919,20,20,FGT1032-01,0.00000000,0.00000000,0.00000000,2026-05-04 00:00:00.000,MTM2,0.00000000
WO-070919,29,20,FGT1033-01,0.00000000,0.00000000,0.00000000,2026-05-04 00:00:00.000,MTM2,0.00000000
WO-070933,10,10,MMC0000367,25641.00000000,3.50000000,0.00000000,2026-05-22 00:00:00.000,MTM2,29366.00000000
WO-070933,10,20,FGT0509-01,0.00000000,0.00000000,0.00000000,2026-05-04 00:00:00.000,MTM2,0.00000000
WO-070933,19,10,CLS-832-2,14652.00000000,2.00000000,0.00000000,2026-05-29 07:50:00.000,MTM2,134386.00000000
WO-070933,19,20,FGT0084-01,0.00000000,0.00000000,0.00000000,2026-05-04 00:00:00.000,MTM2,0.00000000
WO-070937,10,10,MMC0000553,1833.00000000,1.41000000,0.00000000,2026-06-10 16:50:00.000,MTM2,4230.00000000
WO-070937,10,20,FGT0174-01,0.00000000,0.00000000,0.00000000,2026-05-04 00:00:00.000,MTM2,0.00000000
WO-070937,90,10,RN3316,7800.00000000,6.00000000,0.00000000,2026-06-10 20:10:00.000,MTM2,10123.00000000
WO-070939,10,10,24733467-Blank,400.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070939,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070939,19,10,24733508,800.00000000,2.00000000,0.00000000,2026-06-04 19:20:00.000,MTM2,1139.00000000
WO-070939,19,20,12A-B,3200.00000000,8.00000000,0.00000000,2026-06-04 19:20:00.000,MTM2,69272.00000000
WO-070940,10,10,24733468-Blank,600.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070940,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070940,19,10,24733508,1200.00000000,2.00000000,0.00000000,2026-06-04 13:30:00.000,MTM2,1139.00000000
WO-070940,19,20,12A-B,4800.00000000,8.00000000,0.00000000,2026-06-04 13:30:00.000,MTM2,69272.00000000
WO-070941,10,10,24733470-Blank,100.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070941,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070941,19,10,24733508,200.00000000,2.00000000,0.00000000,2026-06-04 21:40:00.000,MTM2,1139.00000000
WO-070941,19,20,12A-B,800.00000000,8.00000000,0.00000000,2026-06-04 21:40:00.000,MTM2,69272.00000000
WO-070942,10,10,24733471-Blank,1100.00000000,1.00000000,0.00000000,2026-06-03 10:20:00.000,MTM2,1100.00000000
WO-070942,10,20,FGT0853-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070942,19,10,24733508,2200.00000000,2.00000000,0.00000000,2026-06-04 05:10:00.000,MTM2,1139.00000000
WO-070942,19,20,12A-B,8800.00000000,8.00000000,0.00000000,2026-06-04 05:10:00.000,MTM2,69272.00000000
WO-070943,10,10,MMC0000384,15287.40000000,5.13000000,0.00000000,2026-05-21 22:00:00.000,MTM2,30185.00000000
WO-070943,10,20,FGT0426-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070943,20,10,FGT1004-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070943,30,10,23-12742-000,5960.00000000,2.00000000,0.00000000,2026-05-29 12:40:00.000,MTM2,57096.00000000
WO-070943,30,20,FGT1204-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070943,889,30,23-12631-791,8940.00000000,3.00000000,0.00000000,2026-06-11 17:10:00.000,MTM2,79200.00000000
WO-070944,10,10,MMC0000384,15287.40000000,5.13000000,0.00000000,2026-06-01 03:50:00.000,MTM2,30185.00000000
WO-070944,10,20,FGT0426-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070944,20,10,FGT1004-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070944,30,10,23-12742-000,5960.00000000,2.00000000,0.00000000,2026-06-02 06:40:00.000,MTM2,57096.00000000
WO-070944,30,20,FGT1204-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070944,889,30,23-12631-791,8940.00000000,3.00000000,0.00000000,2026-06-12 19:30:00.000,MTM2,79200.00000000
WO-070962,10,10,MMF0007125,78.85000000,4.15000000,0.00000000,2026-05-05 00:00:00.000,MTM2,140.00000000
WO-070962,30,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070964,10,10,MMF0005010,2046.80000000,8.60000000,0.00000000,2026-05-05 00:00:00.000,MTM2,568.40000000
WO-070964,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070965,10,10,MMF0005010,2158.60000000,8.60000000,0.00000000,2026-05-05 00:00:00.000,MTM2,568.40000000
WO-070965,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070966,10,10,40250-RH-Blank,62.00000000,1.00000000,0.00000000,2026-06-10 11:50:00.000,MTM2,0.00000000
WO-070966,10,20,FGT0132-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070966,20,10,FGT0149-01,0.00000000,0.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070971,20,10,FGT0853-01,50.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070971,20,20,24858500-Blank,50.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070971,30,10,12A-B,400.00000000,8.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,69272.00000000
WO-070971,30,20,24733508,100.00000000,2.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,1139.00000000
WO-070971,39,10,24858390,50.00000000,1.00000000,0.00000000,2026-05-08 07:00:00.000,MTM2,98.00000000
WO-070971,39,20,984752,300.00000000,6.00000000,0.00000000,2026-05-08 07:00:00.000,MTM2,2585.00000000
WO-070971,39,30,990941,300.00000000,6.00000000,0.00000000,2026-05-08 07:00:00.000,MTM2,1857.00000000
WO-070972,20,10,FGT0853-01,75.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070972,20,20,24858497-Blank,75.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070972,30,10,12A-B,600.00000000,8.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,69272.00000000
WO-070972,30,20,24733508,150.00000000,2.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,1139.00000000
WO-070972,39,10,24858369,75.00000000,1.00000000,0.00000000,2026-05-08 20:30:00.000,MTM2,143.00000000
WO-070972,39,20,984752,600.00000000,8.00000000,0.00000000,2026-05-08 20:30:00.000,MTM2,2585.00000000
WO-070972,39,30,990941,600.00000000,8.00000000,0.00000000,2026-05-08 20:30:00.000,MTM2,1857.00000000
WO-070973,20,10,FGT0853-01,125.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070973,20,20,24858502-Blank,125.00000000,1.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,0.00000000
WO-070973,30,10,12A-B,1000.00000000,8.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,69272.00000000
WO-070973,30,20,24733508,250.00000000,2.00000000,0.00000000,2026-05-05 00:00:00.000,MTM2,1139.00000000
WO-070973,39,10,24858392,125.00000000,1.00000000,0.00000000,2026-05-29 07:00:00.000,MTM2,134.00000000
WO-070973,39,20,984752,875.00000000,7.00000000,0.00000000,2026-05-29 07:00:00.000,MTM2,2585.00000000
WO-070973,39,30,990941,875.00000000,7.00000000,0.00000000,2026-05-29 07:00:00.000,MTM2,1857.00000000
WO-070979,10,10,MMC0000107,546.00000000,0.07800000,0.00000000,2026-05-29 17:30:00.000,MTM2,547.00000000
WO-070979,10,20,FGT0357-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070979,90,10,23-11318-038,14000.00000000,2.00000000,0.00000000,2026-05-31 23:30:00.000,MTM2,16327.00000000
