ORDER_ID,OPERATION_SEQ_NO,PIECE_NO,PART_ID,CALC_QTY,QTY_PER,FIXED_QTY,REQUIRED_DATE,SITE_ID,QTY_ON_HAND
WO-070985,20,10,21-28841-Blank,920.00000000,1.00000000,0.00000000,2026-05-19 11:40:00.000,MTM2,112.00000000
WO-070985,20,20,FGT0150-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070985,40,10,FGT0151-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070985,90,10,21-28841-Patch-1.25,1840.00000000,2.00000000,0.00000000,2026-05-29 04:50:00.000,MTM2,6238.00000000
WO-070985,90,20,21-28841-Patch-2.00,1840.00000000,2.00000000,0.00000000,2026-05-29 04:50:00.000,MTM2,12350.00000000
WO-070985,90,30,FGF0010-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070986,10,10,MMC0000743,92200.90000000,43.45000000,0.00000000,2026-05-18 03:30:00.000,MTM2,87880.00000000
WO-070986,10,20,FGT1193-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070986,20,10,FGT1203-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070986,90,10,962689,16976.00000000,8.00000000,0.00000000,2026-06-02 03:20:00.000,MTM2,17182.00000000
WO-070988,10,10,MMC0000638,330.00000000,0.11000000,0.00000000,2026-06-04 04:30:00.000,MTM2,1230.00000000
WO-070988,10,20,FGT1102-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070988,99,10,W99996-06002S,3000.00000000,1.00000000,0.00000000,2026-06-04 07:20:00.000,MTM2,118476.00000000
WO-070993,10,10,MMC0000659,0.00000000,9.98000000,0.00000000,2026-05-06 00:00:00.000,MTM2,67410.18000000
WO-070993,10,20,FGT1244-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070993,19,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070993,19,20,GENFOAM4,0.00000000,0.02000000,0.00000000,2026-05-06 00:00:00.000,MTM2,223.00000000
WO-070994,10,10,MMF0005508,41.40000000,2.07000000,0.00000000,2026-05-06 00:00:00.000,MTM2,3328.00000000
WO-070994,20,10,Tooling Not Ready,20.00000000,1.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,0.00000000
WO-070994,20,20,FGT0001-01,20.00000000,1.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,0.00000000
WO-070996,10,10,MMF0005508,21.80000000,1.09000000,0.00000000,2026-05-06 00:00:00.000,MTM2,3328.00000000
WO-070996,20,10,FGT0001-01,20.00000000,1.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,0.00000000
WO-070996,20,20,Tooling Not Ready,20.00000000,1.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,0.00000000
WO-070998,10,10,MMC0000719,25857.00000000,0.51000000,0.00000000,2026-05-19 11:10:00.000,MTM2,0.00000000
WO-070998,10,20,FGT1025-01,0.00000000,0.00000000,0.00000000,2026-05-06 00:00:00.000,MTM2,0.00000000
WO-070998,919,10,VBG00006,634.00000000,0.01250000,0.00000000,2026-06-15 19:00:00.000,MTM2,2812.00000000
WO-071010,10,10,MMF0005506,121.66000000,1.58000000,0.00000000,2026-05-07 00:00:00.000,MTM2,7227.00000000
WO-071010,90,10,963094,154.00000000,2.00000000,0.00000000,2026-06-08 22:10:00.000,MTM2,8296.00000000
WO-071011,10,10,MMF0005512,6995.66000000,2.14000000,0.00000000,2026-05-27 08:50:00.000,MTM2,2082.00000000
WO-071011,70,10,SS-M5-2ZI,9807.00000000,3.00000000,0.00000000,2026-05-29 15:10:00.000,MTM2,10599.00000000
WO-071012,10,10,MMF0005512,455.70000000,1.55000000,0.00000000,2026-05-29 13:50:00.000,MTM2,2082.00000000
WO-071012,70,10,SS-M5-2ZI,294.00000000,1.00000000,0.00000000,2026-05-29 22:40:00.000,MTM2,10599.00000000
WO-071015,10,10,MMC0000978,5200.00000000,1.04000000,0.00000000,2026-06-03 19:30:00.000,MTM2,11350.00000000
WO-071015,10,20,FGT0035-01,0.00000000,0.00000000,0.00000000,2026-05-07 00:00:00.000,MTM2,0.00000000
WO-071015,20,10,23-12729-008,15000.00000000,3.00000000,0.00000000,2026-06-09 07:30:00.000,MTM2,307947.00000000
WO-071015,20,20,FGT0234-02,0.00000000,0.00000000,0.00000000,2026-05-07 00:00:00.000,MTM2,0.00000000
WO-071018,10,10,MMF0005512,81.25000000,6.25000000,0.00000000,2026-05-12 19:00:00.000,MTM2,2082.00000000
WO-071018,20,10,FGT0579-01,0.00000000,0.00000000,0.00000000,2026-05-07 00:00:00.000,MTM2,0.00000000
WO-071018,409,10,23-12625-002,117.00000000,9.00000000,0.00000000,2026-05-29 07:00:00.000,MTM2,89799.00000000
WO-071040,96,10,958147,4419.00000000,1.00000000,0.00000000,2026-05-22 22:20:00.000,MTM2,4229.00000000
WO-071040,96,30,960142,22095.00000000,5.00000000,0.00000000,2026-05-22 22:20:00.000,MTM2,85490.00000000
WO-071040,97,10,965732,4419.00000000,1.00000000,0.00000000,2026-05-28 22:00:00.000,MTM2,3621.00000000
WO-071041,10,10,MMC0000659,37634.58000000,9.98000000,0.00000000,2026-05-15 00:00:00.000,MTM2,67410.18000000
WO-071041,10,20,FGT1244-01,0.00000000,0.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,0.00000000
WO-071041,19,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,0.00000000
WO-071041,19,20,GENFOAM4,76.00000000,0.02000000,0.00000000,2026-05-18 01:40:00.000,MTM2,223.00000000
WO-071043,10,10,MMC0000072,7394.80000000,5.56000000,0.00000000,2026-06-05 14:00:00.000,MTM2,0.00000000
WO-071043,10,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-07 00:00:00.000,MTM2,0.00000000
WO-071043,90,10,W99996-06002S,9310.00000000,7.00000000,0.00000000,2026-06-05 21:20:00.000,MTM2,118476.00000000
WO-071047,10,10,MMC0001140,4115.75000000,1.01000000,0.00000000,2026-06-10 10:10:00.000,MTM2,7270.00000000
WO-071047,10,20,FGT1195-01,0.00000000,0.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,0.00000000
WO-071047,90,10,900073 008100,4075.00000000,1.00000000,0.00000000,2026-06-10 16:50:00.000,MTM2,91401.00000000
WO-071048,70,10,26091536-LG,5.00000000,1.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,12.00000000
WO-071048,70,20,26091536-Main,5.00000000,1.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,8.00000000
WO-071048,70,30,26091536-SM,5.00000000,1.00000000,0.00000000,2026-05-08 00:00:00.000,MTM2,12.00000000
WO-071048,70,40,FGT0001-01,5.00000000,1.00000000,0.00000000,2026-05-15 10:50:00.000,MTM2,0.00000000
WO-071048,70,50,Tooling Not Ready,5.00000000,1.00000000,0.00000000,2026-05-15 10:50:00.000,MTM2,0.00000000
WO-071048,90,10,961614,5.00000000,1.00000000,0.00000000,2026-05-15 11:00:00.000,MTM2,526.00000000
WO-071059,10,10,MMC0000518,16328.00000000,1.57000000,0.00000000,2026-06-01 17:50:00.000,MTM2,16410.00000000
WO-071059,10,20,FGT0265-02,0.00000000,0.00000000,0.00000000,2026-05-11 00:00:00.000,MTM2,0.00000000
WO-071059,90,10,23-11669-100,20800.00000000,2.00000000,0.00000000,2026-06-02 03:20:00.000,MTM2,38220.00000000
WO-071063,10,10,MMF0005011,36.34000000,0.46000000,0.00000000,2026-05-11 00:00:00.000,MTM2,85.00000000
WO-071063,30,10,962689,158.00000000,2.00000000,0.00000000,2026-05-15 09:30:00.000,MTM2,17182.00000000
WO-071064,10,10,MMF0005008,87.00000000,1.00000000,0.00000000,2026-05-15 01:50:00.000,MTM2,1837.00000000
WO-071064,90,10,RN3316,261.00000000,3.00000000,0.00000000,2026-06-01 03:10:00.000,MTM2,10123.00000000
WO-071065,10,10,MMF0005011,78.20000000,0.46000000,0.00000000,2026-05-11 00:00:00.000,MTM2,85.00000000
WO-071065,30,10,962689,340.00000000,2.00000000,0.00000000,2026-05-11 00:00:00.000,MTM2,17182.00000000
WO-071074,10,10,MMC0001111,85.50000000,0.57000000,0.00000000,2026-06-04 15:50:00.000,MTM2,948.50000000
WO-071074,10,20,FGT1188-01,0.00000000,0.00000000,0.00000000,2026-05-12 00:00:00.000,MTM2,0.00000000
WO-071074,29,10,990961,300.00000000,2.00000000,0.00000000,2026-06-02 18:00:00.000,MTM2,5052.00000000
WO-071074,29,20,FGT1151-01,0.00000000,0.00000000,0.00000000,2026-05-12 00:00:00.000,MTM2,0.00000000
WO-071080,10,10,MMF0005416,28.56000000,1.36000000,0.00000000,2026-05-15 03:00:00.000,MTM2,2340.00000000
WO-071080,90,10,975569,168.00000000,8.00000000,0.00000000,2026-05-15 11:10:00.000,MTM2,0.00000000
WO-071088,10,10,MMF0003014,32.20000000,1.61000000,0.00000000,2026-05-20 00:00:00.000,MTM2,815.80000000
WO-071088,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-20 00:00:00.000,MTM2,0.00000000
WO-071088,20,20,Tooling Not Ready,0.00000000,0.00000000,0.00000000,2026-05-20 00:00:00.000,MTM2,0.00000000
WO-071089,10,10,MMF0003014,37.00000000,1.85000000,0.00000000,2026-05-13 00:00:00.000,MTM2,815.80000000
WO-071089,20,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-13 00:00:00.000,MTM2,0.00000000
WO-071089,20,30,Tooling Not Ready,0.00000000,0.00000000,0.00000000,2026-05-13 00:00:00.000,MTM2,0.00000000
WO-071090,10,10,MMF0005010,3293.80000000,8.60000000,0.00000000,2026-05-13 00:00:00.000,MTM2,568.40000000
WO-071090,20,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-13 00:00:00.000,MTM2,0.00000000
WO-071097,919,10,78835833-PKG,6.00000000,1.00000000,0.00000000,2026-06-05 15:30:00.000,MTM2,7.00000000
WO-071097,919,20,78835831,6.00000000,1.00000000,0.00000000,2026-06-05 15:30:00.000,MTM2,90.00000000
WO-071097,929,10,V-EMB-91,1.00000000,0.00780000,0.00000000,2026-06-05 16:40:00.000,MTM2,274.00000000
WO-071097,929,20,V-EMB-780,1.00000000,0.12500000,0.00000000,2026-06-05 16:40:00.000,MTM2,761.00000000
WO-071097,929,30,V-EMB-1,1.00000000,0.00780000,0.00000000,2026-06-05 16:40:00.000,MTM2,221.00000000
WO-071108,10,10,MMF0005531,5574.80000000,14.48000000,0.00000000,2026-05-13 00:00:00.000,MTM2,3232.00000000
WO-071108,20,10,RCG25,8.00000000,0.01850000,0.00000000,2026-05-13 00:00:00.000,MTM2,12.00000000
WO-071109,10,10,MMF0005531,1391.60000000,9.80000000,0.00000000,2026-05-13 00:00:00.000,MTM2,3232.00000000
WO-071109,20,10,RCG25,3.00000000,0.01850000,0.00000000,2026-05-13 00:00:00.000,MTM2,12.00000000
WO-071112,15,10,MMF0005808,2176.20000000,33.48000000,0.00000000,2026-05-15 03:10:00.000,MTM2,1665.00000000
WO-071112,25,10,FGT0001-01,65.00000000,1.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,0.00000000
WO-071114,20,10,21-28841-Blank,900.00000000,1.00000000,0.00000000,2026-06-09 01:00:00.000,MTM2,112.00000000
WO-071114,20,20,FGT0150-01,0.00000000,0.00000000,0.00000000,2026-05-13 00:00:00.000,MTM2,0.00000000
WO-071114,40,10,FGT0151-01,0.00000000,0.00000000,0.00000000,2026-05-13 00:00:00.000,MTM2,0.00000000
WO-071114,90,10,21-28841-Patch-1.25,1800.00000000,2.00000000,0.00000000,2026-06-09 09:50:00.000,MTM2,6238.00000000
WO-071114,90,20,21-28841-Patch-2.00,1800.00000000,2.00000000,0.00000000,2026-06-09 09:50:00.000,MTM2,12350.00000000
WO-071114,90,30,FGF0009-01,0.00000000,0.00000000,0.00000000,2026-05-13 00:00:00.000,MTM2,0.00000000
WO-071128,10,10,MMF0005525,262.00000000,5.24000000,0.00000000,2026-05-15 07:00:00.000,MTM2,10695.00000000
WO-071128,20,10,FGT1211-01,0.00000000,0.00000000,0.00000000,2026-05-14 00:00:00.000,MTM2,0.00000000
WO-071128,90,10,963094,50.00000000,1.00000000,0.00000000,2026-06-04 03:20:00.000,MTM2,8296.00000000
WO-071128,96,10,78691756,50.00000000,1.00000000,0.00000000,2026-06-04 04:50:00.000,MTM2,100.00000000
WO-071128,930,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-14 00:00:00.000,MTM2,0.00000000
WO-071128,930,20,4QM281M,50.00000000,1.00000000,0.00000000,2026-06-16 12:40:00.000,MTM2,270.00000000
WO-071133,10,10,MMC0000382,2016.00000000,0.28000000,0.00000000,2026-06-01 05:00:00.000,MTM2,2020.00000000
WO-071133,10,20,FGT0365-01,0.00000000,0.00000000,0.00000000,2026-05-13 00:00:00.000,MTM2,0.00000000
WO-071133,99,10,VBG00006,58.00000000,0.00800000,0.00000000,2026-06-18 03:10:00.000,MTM2,2812.00000000
WO-071135,10,10,MMC0001107,483.60000000,4.03000000,0.00000000,2026-06-09 17:40:00.000,MTM2,3853.00000000
WO-071135,10,20,FGT1150-01,0.00000000,0.00000000,0.00000000,2026-05-14 00:00:00.000,MTM2,0.00000000
WO-071135,90,10,W99996-06002S,720.00000000,6.00000000,0.00000000,2026-06-09 21:50:00.000,MTM2,118476.00000000
WO-071161,10,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-15 00:00:00.000,MTM2,0.00000000
WO-071161,70,10,24361938,212.00000000,2.00000000,0.00000000,2026-05-22 07:40:00.000,MTM2,131.00000000
WO-071168,10,10,MMF0005525,262.00000000,5.24000000,0.00000000,2026-05-15 00:00:00.000,MTM2,10695.00000000
WO-071168,20,10,FGT1211-01,0.00000000,0.00000000,0.00000000,2026-05-15 00:00:00.000,MTM2,0.00000000
WO-071168,90,10,963094,50.00000000,1.00000000,0.00000000,2026-06-04 05:40:00.000,MTM2,8296.00000000
WO-071168,96,10,78691756,50.00000000,1.00000000,0.00000000,2026-06-04 07:10:00.000,MTM2,100.00000000
WO-071168,930,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-15 00:00:00.000,MTM2,0.00000000
WO-071168,930,20,4QM281M,50.00000000,1.00000000,0.00000000,2026-06-16 14:00:00.000,MTM2,270.00000000
WO-071174,10,10,MMF0003011,108.50000000,3.50000000,0.00000000,2026-05-22 00:00:00.000,MTM2,841.00000000
WO-071174,30,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-15 00:00:00.000,MTM2,0.00000000
WO-071174,30,20,Tooling Not Ready,0.00000000,0.00000000,0.00000000,2026-05-15 00:00:00.000,MTM2,0.00000000
WO-071174,80,10,962689,62.00000000,2.00000000,0.00000000,2026-06-03 01:50:00.000,MTM2,17182.00000000
WO-071183,10,10,160347-DS-Blank,26.00000000,1.00000000,0.00000000,2026-05-18 00:00:00.000,MTM2,0.00000000
WO-071183,10,20,FGT0132-01,0.00000000,0.00000000,0.00000000,2026-05-18 00:00:00.000,MTM2,0.00000000
WO-071183,20,10,FGT0149-01,0.00000000,0.00000000,0.00000000,2026-05-18 00:00:00.000,MTM2,0.00000000
WO-071186,10,10,MMF0005307,136.40000000,0.55000000,0.00000000,2026-05-18 00:00:00.000,MTM2,296.00000000
WO-071186,919,10,VBG00006,5.00000000,0.02000000,0.00000000,2026-06-16 23:30:00.000,MTM2,2812.00000000
WO-071193,10,10,MMF0005511,288.00000000,12.00000000,0.00000000,2026-05-18 00:00:00.000,MTM2,2448.00000000
WO-071193,90,10,190920,72.00000000,3.00000000,0.00000000,2026-05-29 00:20:00.000,MTM2,4742.00000000
WO-071193,90,20,962689,96.00000000,4.00000000,0.00000000,2026-05-29 00:20:00.000,MTM2,17182.00000000
WO-071196,10,10,MMF0005008,1677.00000000,5.59000000,0.00000000,2026-05-18 00:00:00.000,MTM2,1837.00000000
WO-071196,30,10,FGT1087-01,0.00000000,0.00000000,0.00000000,2026-05-18 00:00:00.000,MTM2,0.00000000
WO-071196,90,10,962689,600.00000000,2.00000000,0.00000000,2026-06-01 05:00:00.000,MTM2,17182.00000000
WO-071196,100,10,963093,300.00000000,1.00000000,0.00000000,2026-06-01 07:10:00.000,MTM2,30615.00000000
WO-071212,10,10,MMC0000659,159680.00000000,9.98000000,0.00000000,2026-05-29 00:10:00.000,MTM2,67410.18000000
WO-071212,10,20,FGT1244-01,0.00000000,0.00000000,0.00000000,2026-05-19 00:00:00.000,MTM2,0.00000000
WO-071212,19,10,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-19 00:00:00.000,MTM2,0.00000000
WO-071212,19,20,GENFOAM4,320.00000000,0.02000000,0.00000000,2026-05-29 15:20:00.000,MTM2,223.00000000
WO-071219,10,10,MMF0007080,144.00000000,0.48000000,0.00000000,2026-05-19 00:00:00.000,MTM2,263.00000000
WO-071219,100,10,8143420,600.00000000,2.00000000,0.00000000,2026-06-16 15:20:00.000,MTM2,12984.00000000
WO-071219,100,20,969278,600.00000000,2.00000000,0.00000000,2026-06-16 15:20:00.000,MTM2,984.00000000
WO-071219,100,30,78808626,600.00000000,2.00000000,0.00000000,2026-06-16 15:20:00.000,MTM2,2487.00000000
WO-071248,10,10,MMC0001114,2792.40000000,4.65400000,0.00000000,2026-06-08 22:40:00.000,MTM2,2930.00000000
WO-071248,10,20,FGT1148-01,0.00000000,0.00000000,0.00000000,2026-05-19 00:00:00.000,MTM2,0.00000000
WO-071248,20,10,FGT1149-01,0.00000000,0.00000000,0.00000000,2026-05-19 00:00:00.000,MTM2,0.00000000
WO-071253,10,10,MMF0005531,17820.00000000,220.00000000,0.00000000,2026-05-20 00:00:00.000,MTM2,3232.00000000
WO-071253,70,10,FGT1214-01,0.00000000,0.00000000,0.00000000,2026-05-20 00:00:00.000,MTM2,0.00000000
WO-071254,10,10,MMC0001107,403.00000000,4.03000000,0.00000000,2026-06-04 10:00:00.000,MTM2,3853.00000000
WO-071254,10,20,FGT0001-01,0.00000000,0.00000000,0.00000000,2026-05-20 00:00:00.000,MTM2,0.00000000
WO-071254,90,10,W99996-06002S,600.00000000,6.00000000,0.00000000,2026-06-05 00:00:00.000,MTM2,118476.00000000
WO-071255,10,10,MMF0006012,0.00000000,0.34000000,0.00000000,2026-05-20 00:00:00.000,MTM2,799.50000000
WO-071255,96,10,984870,0.00000000,1.00000000,0.00000000,2026-06-08 20:50:00.000,MTM2,124.00000000
WO-071255,96,20,60111756,0.00000000,1.00000000,0.00000000,2026-06-08 20:50:00.000,MTM2,255.00000000
WO-071278,10,10,MMC0000386,11635.00000000,0.13000000,0.00000000,2026-06-03 03:00:00.000,MTM2,11645.00000000
WO-071278,10,20,FGT0153-01,0.00000000,0.00000000,0.00000000,2026-05-20 00:00:00.000,MTM2,0.00000000
WO-071278,919,10,VBG00006,179.00000000,0.00200000,0.00000000,2026-06-18 10:20:00.000,MTM2,2812.00000000
WO-071285,10,10,MMF0005011,81.60000000,10.20000000,0.00000000,2026-05-29 01:30:00.000,MTM2,85.00000000
WO-071285,29,10,78700517,48.00000000,6.00000000,0.00000000,2026-06-01 10:50:00.000,MTM2,13846.00000000
WO-071295,20,10,24764467,2.00000000,1.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,20.00000000
WO-071295,20,20,24764462-PKG,2.00000000,1.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,23.00000000
WO-071295,919,10,V-EMB-71,1.00000000,0.01000000,0.00000000,2026-05-29 10:30:00.000,MTM2,517.00000000
WO-071295,919,20,V-EMB-21,1.00000000,0.01000000,0.00000000,2026-05-29 10:30:00.000,MTM2,1268.00000000
WO-071295,919,30,V-EMB-1,1.00000000,0.01000000,0.00000000,2026-05-29 10:30:00.000,MTM2,221.00000000
WO-071295,919,40,V-EMB-61,1.00000000,0.01000000,0.00000000,2026-05-29 10:30:00.000,MTM2,1122.00000000
WO-071304,10,10,MMF0005510,174.08000000,0.34000000,0.00000000,2026-05-21 00:00:00.000,MTM2,4438.00000000
WO-071304,880,10,AEHS8-813-200,512.00000000,1.00000000,0.00000000,2026-06-17 06:00:00.000,MTM2,12900.00000000
WO-071314,919,10,78835833-PKG,10.00000000,1.00000000,0.00000000,2026-06-17 09:00:00.000,MTM2,7.00000000
WO-071314,919,20,78835831,10.00000000,1.00000000,0.00000000,2026-06-17 09:00:00.000,MTM2,90.00000000
WO-071314,929,10,V-EMB-91,1.00000000,0.00780000,0.00000000,2026-06-11 11:50:00.000,MTM2,274.00000000
WO-071314,929,20,V-EMB-780,2.00000000,0.12500000,0.00000000,2026-06-17 09:10:00.000,MTM2,761.00000000
WO-071314,929,30,V-EMB-1,1.00000000,0.00780000,0.00000000,2026-06-11 11:50:00.000,MTM2,221.00000000
WO-071316,15,10,MMF0005416,25.83000000,1.23000000,0.00000000,2026-05-21 00:00:00.000,MTM2,2340.00000000
WO-071316,20,10,975569,168.00000000,8.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,0.00000000
WO-071319,90,10,TA3231BUSH,6000.00000000,2.00000000,0.00000000,2026-05-29 09:20:00.000,MTM2,49481.00000000
WO-071319,90,20,TA32318-Raw,3000.00000000,1.00000000,0.00000000,2026-05-29 09:20:00.000,MTM2,1298.00000000
WO-071319,919,10,RCA05,42.00000000,0.01390000,0.00000000,2026-06-17 09:10:00.000,MTM2,205.00000000
WO-071328,10,10,MMC0000529,61250.00000000,2.45000000,0.00000000,2026-06-29 11:30:00.000,MTM2,59520.00000000
WO-071328,10,20,FGT0144-01,0.00000000,0.00000000,0.00000000,2026-05-22 00:00:00.000,MTM2,0.00000000
WO-071328,90,10,900073 008100,50000.00000000,2.00000000,0.00000000,2026-07-01 08:10:00.000,MTM2,91401.00000000
WO-071332,10,10,MMF0005512,2281.50000000,5.07000000,0.00000000,2026-05-22 00:00:00.000,MTM2,2082.00000000
WO-071332,20,10,FGT0579-01,0.00000000,0.00000000,0.00000000,2026-05-22 00:00:00.000,MTM2,0.00000000
WO-071332,409,10,23-12625-002,3600.00000000,8.00000000,0.00000000,2026-05-29 17:30:00.000,MTM2,89799.00000000
WO-071334,19,10,MMC0000440,448.00000000,0.56000000,0.00000000,2026-05-22 00:00:00.000,MTM2,15106.76000000
WO-071334,19,20,CH420-10DPGM,2400.00000000,3.00000000,0.00000000,2026-05-22 00:00:00.000,MTM2,284909.00000000
WO-071334,19,40,FGT1023-01,0.00000000,0.00000000,0.00000000,2026-05-22 00:00:00.000,MTM2,0.00000000
WO-071334,29,10,C420-1-GM,800.00000000,1.00000000,0.00000000,2026-05-22 00:00:00.000,MTM2,113907.00000000
WO-071338,10,10,MMF0006012,0.00000000,0.34000000,0.00000000,2026-05-22 00:00:00.000,MTM2,799.50000000
WO-071338,96,10,984870,0.00000000,1.00000000,0.00000000,2026-05-22 00:00:00.000,MTM2,124.00000000
WO-071338,96,20,60111756,0.00000000,1.00000000,0.00000000,2026-05-22 00:00:00.000,MTM2,255.00000000
WO-071392,10,10,MMF0005511,272.00000000,2.72000000,0.00000000,2026-05-26 00:00:00.000,MTM2,2448.00000000
WO-071392,90,10,962689,400.00000000,4.00000000,0.00000000,2026-06-01 08:50:00.000,MTM2,17182.00000000
WO-071392,96,10,190920,400.00000000,4.00000000,0.00000000,2026-06-03 03:30:00.000,MTM2,4742.00000000
WO-071398,20,10,MMF0000028,120.00000000,0.48000000,0.00000000,2026-05-29 20:00:00.000,MTM2,136.00000000
WO-071398,20,20,FGT1071-01,0.00000000,0.00000000,0.00000000,2026-05-26 00:00:00.000,MTM2,0.00000000
WO-071398,909,10,VBG00006,5.00000000,0.02000000,0.00000000,2026-06-18 01:50:00.000,MTM2,2812.00000000
WO-071429,10,10,MMF0005008,88.00000000,1.00000000,0.00000000,2026-05-27 00:00:00.000,MTM2,1837.00000000
WO-071429,90,10,RN3316,264.00000000,3.00000000,0.00000000,2026-06-03 05:00:00.000,MTM2,10123.00000000
WO-071434,10,10,MMF0006012,76.50000000,0.34000000,0.00000000,2026-05-29 01:10:00.000,MTM2,799.50000000
WO-071434,96,10,984870,225.00000000,1.00000000,0.00000000,2026-05-29 07:00:00.000,MTM2,124.00000000
WO-071434,96,20,60111756,225.00000000,1.00000000,0.00000000,2026-05-29 07:00:00.000,MTM2,255.00000000
WO-071448,10,10,MMF0006003,300.00000000,12.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,323.00000000
WO-071448,40,10,HS3 3816,200.00000000,8.00000000,0.00000000,2026-06-05 12:20:00.000,MTM2,200.00000000
WO-071468,10,10,MMC0000782,4850.00000000,0.97000000,0.00000000,2026-05-29 00:00:00.000,MTM2,4860.00000000
WO-071468,10,20,FGT1062-01,0.00000000,0.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,0.00000000
WO-071468,99,10,W99996-06002S,20000.00000000,4.00000000,0.00000000,2026-05-29 00:00:00.000,MTM2,118476.00000000
