TABLE_NAME,COLUMN_NAME,CONSTRAINT_NAME
CUSTOMER_ORDER,CONSIGNMENT,DF__CUSTOMER___CONSI__5A90F20B
CUSTOMER_ORDER,STATUS_EFF_DATE,DF__CUSTOMER___STATU__5B851644
CUSTOMER_ORDER,EMAIL_NOTIFICATION,DF__CUSTOMER___EMAIL__151364B2
CUSTOMER_ORDER,EMAIL_CUST_ON_NEW_ORDER,DF__CUSTOMER___EMAIL__16FBAD24
CUSTOMER_ORDER,EMAIL_CUST_ON_CHG_ORDER,DF__CUSTOMER___EMAIL__17EFD15D
CUSTOMER_ORDER,EMAIL_CUST_ON_SHIPMENT,DF__CUSTOMER___EMAIL__18E3F596
CUSTOMER_ORDER,EMAIL_EMPL_ON_NEW_ORDER,DF__CUSTOMER___EMAIL__19D819CF
CUSTOMER_ORDER,EMAIL_EMPL_ON_CHG_ORDER,DF__CUSTOMER___EMAIL__1ACC3E08
CUSTOMER_ORDER,EMAIL_EMPL_ON_SHIPMENT,DF__CUSTOMER___EMAIL__1BC06241
CUSTOMER_ORDER,EMAIL_EMPL_ON_INV_PAID,DF__CUSTOMER___EMAIL__1CB4867A
CUSTOMER_SITE,ORDER_FILL_RATE,DF__CUSTOMER___ORDER__5C793A7D
CUSTOMER_SITE,EMAIL_INVOICE,DF__CUSTOMER___EMAIL__3950C528
CUSTOMER_SYNC,CREATE_DATE,DF__CUSTOMER___CREAT__5D6D5EB6
CUSTOMER_SYNC,SUBSCRIPTIONS,DF__CUSTOMER___SUBSC__5E6182EF
DASHBOARD_ITEM_AUTHORITY,PERMISSION,DF__DASHBOARD__PERMI__4032CCE1
DATA_EXPORT,ABUT_PREVIOUS,DF__DATA_EXPO__ABUT___5F55A728
DATA_EXPORT,DATA_TYPE,DF__DATA_EXPO__DATA___6049CB61
DATA_EXPORT,QUOTE_DATA,DF__DATA_EXPO__QUOTE__613DEF9A
DATA_EXPORT,COMMA_SEPARATE,DF__DATA_EXPO__COMMA__623213D3
DATA_EXPORT,TERMINATE_RECORD,DF__DATA_EXPO__TERMI__6326380C
DBR_EVENT_DETECT,CREATE_DATE,DF__DBR_EVENT__CREAT__641A5C45
DBR_EVENT_TRIGGER,CREATE_DATE,DF__DBR_EVENT__CREAT__650E807E
DEMAND_SUPPLY_LINK,ALLOCATED_QTY,DF__DEMAND_SU__ALLOC__6602A4B7
DEMAND_SUPPLY_LINK,RECEIVED_QTY,DF__DEMAND_SU__RECEI__66F6C8F0
DEMAND_SUPPLY_LINK,ISSUED_QTY,DF__DEMAND_SU__ISSUE__67EAED29
DEMAND_SUPPLY_LINK,CREATE_DATE,DF__DEMAND_SU__CREAT__68DF1162
DEMSUP_SUMMARY,RECEIVED_QTY,DF__DEMSUP_SU__RECEI__69D3359B
DOCUMENT,PATH_TYPE,DF__DOCUMENT__PATH_T__6AC759D4
DOCUMENT_EML_AUDIT,EMAIL_DATE,DF__DOCUMENT___EMAIL__02F4B477
DOCUMENT_REF_PATH,CREATE_DATE,DF__DOCUMENT___CREAT__6B1D2AE6
DOCUMENT_REF_WF,CREATE_DATE,DF__DOCUMENT___CREAT__6BBB7E0D
EC,PRIORITY,DF__EC__PRIORITY__6CAFA246
EC,CREATE_DATE,DF__EC__CREATE_DATE__6DA3C67F
EC,NEXT_LINE_NO,DF__EC__NEXT_LINE_NO__6E97EAB8
EC,STATUS_EFF_DATE,DF__EC__STATUS_EFF_D__6F8C0EF1
EC_GROUP_USER,CREATE_DATE,DF__EC_GROUP___CREAT__7080332A
EC_LINE,CREATE_DATE,DF__EC_LINE__CREATE___71745763
EC_LINE,STATUS_EFF_DATE,DF__EC_LINE__STATUS___72687B9C
EC_REASONS,CREATE_DATE,DF__EC_REASON__CREAT__735C9FD5
EC_TYPES,CREATE_DATE,DF__EC_TYPES__CREATE__7450C40E
ECN,STATUS,DF__ECN__STATUS__7544E847
ECN,CREATE_DATE,DF__ECN__CREATE_DATE__76390C80
ECN_DETAIL,CHILD_NOTIFY,DF__ECN_DETAI__CHILD__772D30B9
ECN_DETAIL,LOCK_NOTIFY,DF__ECN_DETAI__LOCK___782154F2
ECN_DETAIL,ECN_ACTION,DF__ECN_DETAI__ECN_A__7915792B
ECN_DETAIL,RESTORED,DF__ECN_DETAI__RESTO__7A099D64
ECN_DETAIL,CREATE_DATE,DF__ECN_DETAI__CREAT__7AFDC19D
EMPLOYEE,TYPE,DF__EMPLOYEE__TYPE__7BF1E5D6
EMPLOYEE,ACTIVE,DF__EMPLOYEE__ACTIVE__7CE60A0F
EMPLOYEE,MERLIN_EMP,DF__EMPLOYEE__MERLIN__7DDA2E48
EMPLOYEE_BINARY,BITS_LENGTH,DF__EMPLOYEE___BITS___7ECE5281
EMPLOYEE_SYNC,CREATE_DATE,DF__EMPLOYEE___CREAT__7FC276BA
EMPLOYEE_SYNC,SUBSCRIPTIONS,DF__EMPLOYEE___SUBSC__00B69AF3
EVENT_BINARY,BITS_LENGTH,DF__EVENT_BIN__BITS___01AABF2C
EVENT_DETECT,CREATE_DATE,DF__EVENT_DET__CREAT__029EE365
EVENT_LOG,CREATE_DATE,DF__EVENT_LOG__CREAT__0393079E
EVENT_TRIGGER,CREATE_DATE,DF__EVENT_TRI__CREAT__04872BD7
FIN_DIST_DETAIL,CURRENCY_ID,DF__FIN_DIST___CURRE__057B5010
FINANCIAL_CALENDAR,PERIOD_TYPE,DF__FINANCIAL__PERIO__79A05467
FINANCIAL_CALENDAR,PERIODS_PER_YEAR,DF__FINANCIAL__PERIO__7A9478A0
FOB_POINT_SYNC,CREATE_DATE,DF__FOB_POINT__CREAT__066F7449
FOB_POINT_SYNC,SUBSCRIPTIONS,DF__FOB_POINT__SUBSC__07639882
GAGE,SERIALNUM_REQD,DF__GAGE__SERIALNUM___0857BCBB
GJ,TOTAL_DR_AMOUNT,DF__GJ__TOTAL_DR_AMO__094BE0F4
GJ,TOTAL_CR_AMOUNT,DF__GJ__TOTAL_CR_AMO__0A40052D
GJ,SELL_RATE,DF__GJ__SELL_RATE__0B342966
GJ,BUY_RATE,DF__GJ__BUY_RATE__0C284D9F
GJ,CREATE_DATE,DF__GJ__CREATE_DATE__0D1C71D8
GJ,POST_ALL_TRACKING,DF__GJ__POST_ALL_TRA__0E109611
GJ,POST_AS_NATIVE,DF__GJ__POST_AS_NATI__0F04BA4A
GJ,USER_EXCH_RATE,DF__GJ__USER_EXCH_RA__0FF8DE83
GJ,POSTING_CANDIDATE,DF__GJ__POSTING_CAND__10ED02BC
GJ_CURR,AMOUNT,DF__GJ_CURR__AMOUNT__11E126F5
GJ_CURR,SELL_RATE,DF__GJ_CURR__SELL_RA__12D54B2E
GJ_CURR,BUY_RATE,DF__GJ_CURR__BUY_RAT__13C96F67
GJ_DIST,CREATE_DATE,DF__GJ_DIST__CREATE___14BD93A0
GJ_DIST,CURRENCY_ID,DF__GJ_DIST__CURRENC__15B1B7D9
GJ_LINE_CURR,AMOUNT,DF__GJ_LINE_C__AMOUN__16A5DC12
GJ_LINE_CURR,SELL_RATE,DF__GJ_LINE_C__SELL___179A004B
GJ_LINE_CURR,BUY_RATE,DF__GJ_LINE_C__BUY_R__188E2484
GROUP_USER,CREATE_DATE,DF__GROUP_USE__CREAT__198248BD
GROUPS,CREATE_DATE,DF__GROUPS__CREATE_D__1A766CF6
HARMONIZED_TARIFF,DUTY_PERCENT,DF__HARMONIZE__DUTY___1B6A912F
HTS_DUTY_PERCENT,DUTY_PERCENT,DF__HTS_DUTY___DUTY___1C5EB568
IBT,ORDER_DATE,DF__IBT__ORDER_DATE__1D52D9A1
IBT,STATUS,DF__IBT__STATUS__1E46FDDA
IBT,MARKED_FOR_PURGE,DF__IBT__MARKED_FOR___1F3B2213
IBT,CONSIGNED_XFR_TYPE,DF__IBT__CONSIGNED_X__202F464C
IBT,STATUS_EFF_DATE,DF__IBT__STATUS_EFF___21236A85
IBT_LINE,LINE_STATUS,DF__IBT_LINE__LINE_S__22178EBE
IBT_LINE,DEM_ALLOCATED_QTY,DF__IBT_LINE__DEM_AL__230BB2F7
IBT_LINE,DEM_FULFILLED_QTY,DF__IBT_LINE__DEM_FU__23FFD730
IBT_LINE,SUP_ALLOCATED_QTY,DF__IBT_LINE__SUP_AL__24F3FB69
IBT_LINE,SUP_FULFILLED_QTY,DF__IBT_LINE__SUP_FU__25E81FA2
IBT_LINE,STATUS_EFF_DATE,DF__IBT_LINE__STATUS__26DC43DB
IBT_RECEIVER,CREATE_DATE,DF__IBT_RECEI__CREAT__27D06814
IBT_RECEIVER,MARKED_FOR_PURGE,DF__IBT_RECEI__MARKE__28C48C4D
IBT_RECEIVER_LINE,ACT_FREIGHT,DF__IBT_RECEI__ACT_F__29B8B086
IBT_SHIPPER,CREATE_DATE,DF__IBT_SHIPP__CREAT__2AACD4BF
IBT_SHIPPER,MARKED_FOR_PURGE,DF__IBT_SHIPP__MARKE__2BA0F8F8
IBT_SHIPPER_LINE,ACT_FREIGHT,DF__IBT_SHIPP__ACT_F__2C951D31
IBT_SYNC,CREATE_DATE,DF__IBT_SYNC__CREATE__2D89416A
IBT_SYNC,SUBSCRIPTIONS,DF__IBT_SYNC__SUBSCR__2E7D65A3
INBOX_ERROR,C_CREATE_DATE,DF__INBOX_ERR__C_CRE__2F7189DC
INDIRECT_DETAIL,CURRENCY_ID,DF__INDIRECT___CURRE__3065AE15
INDIRECT_DIST,CREATE_DATE,DF__INDIRECT___CREAT__3159D24E
INDIRECT_DIST,CURRENCY_ID,DF__INDIRECT___CURRE__324DF687
INDIVIDUAL_PRV_HISTORY,CREATE_DATE,DF__INDIVIDUA__CREAT__19C30B36
INSPECTION_ORDER,STATUS,DF__INSPECTIO__STATU__33421AC0
INSPECTION_ORDER,STATUS_EFF_DATE,DF__INSPECTIO__STATU__34363EF9
INSPECTION_ORDER,QTY_RECEIVED_BASE,DF__INSPECTIO__QTY_R__352A6332
INSPECTION_ORDER,QTY_ACCEPTED_BASE,DF__INSPECTIO__QTY_A__361E876B
INSPECTION_ORDER,QTY_REJECTED_BASE,DF__INSPECTIO__QTY_R__3712ABA4
INSPECTION_ORDER,QTY_HOLD_BASE,DF__INSPECTIO__QTY_H__3806CFDD
INSPECTION_ORDER,QTY_RECEIVED,DF__INSPECTIO__QTY_R__38FAF416
INSPECTION_ORDER,QTY_ACCEPTED,DF__INSPECTIO__QTY_A__39EF184F
INSPECTION_ORDER,QTY_REJECTED,DF__INSPECTIO__QTY_R__3AE33C88
INSPECTION_ORDER,QTY_HOLD,DF__INSPECTIO__QTY_H__3BD760C1
INSPECTION_ORDER,LAST_MOD_DATE,DF__INSPECTIO__LAST___3CCB84FA
INSPECTION_ORDER,CREATE_DATE,DF__INSPECTIO__CREAT__3DBFA933
INSTALLMENT,PERIOD_TYPE,DF__INSTALLME__PERIO__3EB3CD6C
INSTALLMENT_LINE,INST_PERCENT,DF__INSTALLME__INST___3FA7F1A5
INV_PIECES,QTY,DF__INV_PIECES__QTY__409C15DE
INV_RECEIPT_DIST,QTY,DF__INV_RECEIPT__QTY__41903A17
INV_TRANS_CURR,ACT_MATERIAL_COST,DF__INV_TRANS__ACT_M__42845E50
INV_TRANS_CURR,ACT_LABOR_COST,DF__INV_TRANS__ACT_L__43788289
INV_TRANS_CURR,ACT_BURDEN_COST,DF__INV_TRANS__ACT_B__446CA6C2
INV_TRANS_CURR,ACT_SERVICE_COST,DF__INV_TRANS__ACT_S__4560CAFB
INV_TRANS_CURR,SELL_RATE,DF__INV_TRANS__SELL___4654EF34
INV_TRANS_CURR,BUY_RATE,DF__INV_TRANS__BUY_R__4749136D
INV_TRANS_DIST_TRC,ACT_MATERIAL_COST,DF__INV_TRANS__ACT_M__483D37A6
INV_TRANS_DIST_TRC,ACT_LABOR_COST,DF__INV_TRANS__ACT_L__49315BDF
INV_TRANS_DIST_TRC,ACT_BURDEN_COST,DF__INV_TRANS__ACT_B__4A258018
INV_TRANS_DIST_TRC,ACT_SERVICE_COST,DF__INV_TRANS__ACT_S__4B19A451
INVENTORY_BALANCE,CURRENCY_ID,DF__INVENTORY__CURRE__4C0DC88A
INVENTORY_TRANS,COSTED_QTY,DF__INVENTORY__COSTE__4D01ECC3
INVENTORY_TRANS,POSTING_CANDIDATE,DF__INVENTORY__POSTI__4DF610FC
INVENTORY_TRANS,ACT_MATERIAL_COST,DF__INVENTORY__ACT_M__4EEA3535
INVENTORY_TRANS,ACT_LABOR_COST,DF__INVENTORY__ACT_L__4FDE596E
INVENTORY_TRANS,ACT_BURDEN_COST,DF__INVENTORY__ACT_B__50D27DA7
INVENTORY_TRANS,ACT_SERVICE_COST,DF__INVENTORY__ACT_S__51C6A1E0
INVENTORY_TRANS,CREATE_DATE,DF__INVENTORY__CREAT__52BAC619
INVENTORY_TRANS,COUNT_SEQUENCE,DF__INVENTORY__COUNT__53AEEA52
JOURNAL,CREATE_DATE,DF__JOURNAL__CREATE___54A30E8B
JOURNAL,CURRENCY_ID,DF__JOURNAL__CURRENC__559732C4
JOURNAL_BATCH,TYPE,DF__JOURNAL_BA__TYPE__568B56FD
JOURNAL_BATCH,CREATE_DATE,DF__JOURNAL_B__CREAT__577F7B36
JOURNAL_BATCH,LOCKED,DF__JOURNAL_B__LOCKE__58739F6F
JOURNAL_BATCH,DEBIT_AMOUNT,DF__JOURNAL_B__DEBIT__5967C3A8
JOURNAL_BATCH,CREDIT_AMOUNT,DF__JOURNAL_B__CREDI__5A5BE7E1
JOURNAL_DIM,POSTING_DATE,DF__JOURNAL_D__POSTI__5B500C1A
JOURNAL_DIM_FILTER,IS_DEFAULT,DF__JOURNAL_D__IS_DE__5C443053
LABOR_TICKET,TYPE,DF__LABOR_TICK__TYPE__5D38548C
LABOR_TICKET,SETUP_COMPLETED,DF__LABOR_TIC__SETUP__5E2C78C5
LABOR_TICKET,BAD_QTY,DF__LABOR_TIC__BAD_Q__5F209CFE
LABOR_TICKET,POSTING_CANDIDATE,DF__LABOR_TIC__POSTI__6014C137
LABOR_TICKET,INDIRECT_CODE,DF__LABOR_TIC__INDIR__6108E570
LABOR_TICKET,ACT_LABOR_COST,DF__LABOR_TIC__ACT_L__61FD09A9
LABOR_TICKET,ACT_BURDEN_COST,DF__LABOR_TIC__ACT_B__62F12DE2
LABOR_TICKET,CREATE_DATE,DF__LABOR_TIC__CREAT__63E5521B
LABOR_TICKET,MT_SPE_NCM_QTY,DF__LABOR_TIC__MT_SP__64D97654
LABOR_TICKET,MT_OS_NCM_QTY,DF__LABOR_TIC__MT_OS__65CD9A8D
LABOR_TICKET,MT_OVER_COMPLETE,DF__LABOR_TIC__MT_OV__66C1BEC6
LABOR_TICKET,MT_FAILED_INSPECT,DF__LABOR_TIC__MT_FA__67B5E2FF
LABOR_TICKET_CURR,ACT_LABOR_COST,DF__LABOR_TIC__ACT_L__68AA0738
LABOR_TICKET_CURR,ACT_BURDEN_COST,DF__LABOR_TIC__ACT_B__699E2B71
LABOR_TICKET_CURR,ACT_MATERIAL_COST,DF__LABOR_TIC__ACT_M__6A924FAA
LABOR_TICKET_CURR,ACT_SERVICE_COST,DF__LABOR_TIC__ACT_S__6B8673E3
LABOR_TICKET_CURR,SELL_RATE,DF__LABOR_TIC__SELL___6C7A981C
LABOR_TICKET_CURR,BUY_RATE,DF__LABOR_TIC__BUY_R__6D6EBC55
LANG_TRANSLATIONS,ACTIVE,DF__LANG_TRAN__ACTIV__1E52B629
LANG_TRANSLATIONS,GATHER_MODE,DF__LANG_TRAN__GATHE__1F46DA62
LANG_TRANSLATIONS,BITS_LENGTH,DF__LANG_TRAN__BITS___203AFE9B
LANG_TRANSLATIONS,BITS,DF__LANG_TRANS__BITS__212F22D4
LANG_TRANSLATIONS,TYPE,DF__LANG_TRANS__TYPE__61D3B7CE
LOGINS,LOGIN_TIME,DF__LOGINS__LOGIN_TI__6E62E08E
LOGINS,LAST_ACTIVITY,DF__LOGINS__LAST_ACT__6F5704C7
MASTER_SCHEDULE,MASTER_SCHEDULE_ID,DF__MASTER_SC__MASTE__704B2900
MASTER_SCHEDULE,FIRMED,DF__MASTER_SC__FIRME__713F4D39
NMFC_CODE,HAZARDOUS,DF__NMFC_CODE__HAZAR__72337172
NMFC_CODE_SYNC,CREATE_DATE,DF__NMFC_CODE__CREAT__732795AB
NMFC_CODE_SYNC,SUBSCRIPTIONS,DF__NMFC_CODE__SUBSC__741BB9E4
NOTIFICATION_DATA,CREATE_DATE,DF__NOTIFICAT__CREAT__796B4A3D
NOTIFICATION_EMPLOYEE_DOC,NOTIFY_ME_TYPE,DF__NOTIFICAT__NOTIF__73B270E7
NOTIFICATION_TOKEN,SELECTED_TOKEN,DF__NOTIFICAT__SELEC__419BF266
NOTIFICATION_TOKEN,DATA_FORMAT_TYPE,DF__NOTIFICAT__DATA___4290169F
NOTIFICATION_TOKEN,MIN_DECIMAL_POSITIONS,DF__NOTIFICAT__MIN_D__43843AD8
NOTIFICATION_TOKEN,CALCULATED_VALUE,DF__NOTIFICAT__CALCU__44785F11
OPER_TYPE_RESOURCE,JUSTIFICATION,DF__OPER_TYPE__JUSTI__750FDE1D
OPER_TYPE_SYNC,CREATE_DATE,DF__OPER_TYPE__CREAT__76040256
OPER_TYPE_SYNC,SUBSCRIPTIONS,DF__OPER_TYPE__SUBSC__76F8268F
OPERATION,SCRAP_YIELD_TYPE,DF__OPERATION__SCRAP__77EC4AC8
OPERATION,FIXED_SCRAP_UNITS,DF__OPERATION__FIXED__78E06F01
OPERATION,COMPLETED_QTY,DF__OPERATION__COMPL__79D4933A
OPERATION,DEVIATED_QTY,DF__OPERATION__DEVIA__7AC8B773
OPERATION,ACT_SETUP_HRS,DF__OPERATION__ACT_S__7BBCDBAC
OPERATION,ACT_RUN_HRS,DF__OPERATION__ACT_R__7CB0FFE5
OPERATION,STATUS,DF__OPERATION__STATU__7DA5241E
OPERATION,SETUP_COMPLETED,DF__OPERATION__SETUP__7E994857
OPERATION,OVERRIDE_QTYS,DF__OPERATION__OVERR__7F8D6C90
OPERATION,BEGIN_TRACEABILITY,DF__OPERATION__BEGIN__008190C9
OPERATION,ISDETERMINANT,DF__OPERATION__ISDET__0175B502
OPERATION,SETUP_COST_PER_HR,DF__OPERATION__SETUP__0269D93B
OPERATION,RUN_COST_PER_HR,DF__OPERATION__RUN_C__035DFD74
OPERATION,RUN_COST_PER_UNIT,DF__OPERATION__RUN_C__045221AD
OPERATION,BUR_PER_HR_SETUP,DF__OPERATION__BUR_P__054645E6
OPERATION,BUR_PER_HR_RUN,DF__OPERATION__BUR_P__063A6A1F
OPERATION,BUR_PER_UNIT_RUN,DF__OPERATION__BUR_P__072E8E58
OPERATION,SERVICE_BASE_CHG,DF__OPERATION__SERVI__0822B291
OPERATION,BUR_PERCENT_SETUP,DF__OPERATION__BUR_P__0916D6CA
OPERATION,BUR_PERCENT_RUN,DF__OPERATION__BUR_P__0A0AFB03
OPERATION,BUR_PER_OPERATION,DF__OPERATION__BUR_P__0AFF1F3C
OPERATION,EST_ATL_LAB_COST,DF__OPERATION__EST_A__0BF34375
OPERATION,EST_ATL_BUR_COST,DF__OPERATION__EST_A__0CE767AE
OPERATION,EST_ATL_SER_COST,DF__OPERATION__EST_A__0DDB8BE7
OPERATION,REM_ATL_LAB_COST,DF__OPERATION__REM_A__0ECFB020
OPERATION,REM_ATL_BUR_COST,DF__OPERATION__REM_A__0FC3D459
OPERATION,REM_ATL_SER_COST,DF__OPERATION__REM_A__10B7F892
OPERATION,ACT_ATL_LAB_COST,DF__OPERATION__ACT_A__11AC1CCB
OPERATION,ACT_ATL_BUR_COST,DF__OPERATION__ACT_A__12A04104
OPERATION,ACT_ATL_SER_COST,DF__OPERATION__ACT_A__1394653D
OPERATION,EST_TTL_MAT_COST,DF__OPERATION__EST_T__14888976
OPERATION,EST_TTL_LAB_COST,DF__OPERATION__EST_T__157CADAF
OPERATION,EST_TTL_BUR_COST,DF__OPERATION__EST_T__1670D1E8
OPERATION,EST_TTL_SER_COST,DF__OPERATION__EST_T__1764F621
OPERATION,REM_TTL_MAT_COST,DF__OPERATION__REM_T__18591A5A
OPERATION,REM_TTL_LAB_COST,DF__OPERATION__REM_T__194D3E93
OPERATION,REM_TTL_BUR_COST,DF__OPERATION__REM_T__1A4162CC
OPERATION,REM_TTL_SER_COST,DF__OPERATION__REM_T__1B358705
OPERATION,ACT_TTL_MAT_COST,DF__OPERATION__ACT_T__1C29AB3E
OPERATION,ACT_TTL_LAB_COST,DF__OPERATION__ACT_T__1D1DCF77
OPERATION,ACT_TTL_BUR_COST,DF__OPERATION__ACT_T__1E11F3B0
OPERATION,ACT_TTL_SER_COST,DF__OPERATION__ACT_T__1F0617E9
OPERATION,SPLIT_ADJUSTMENT,DF__OPERATION__SPLIT__1FFA3C22
OPERATION,PROTECT_COST,DF__OPERATION__PROTE__20EE605B
OPERATION,DISPATCHED_QTY,DF__OPERATION__DISPA__21E28494
OPERATION,SERVICE_MIN_CHG,DF__OPERATION__SERVI__22D6A8CD
OPERATION,ALLOCATED_QTY,DF__OPERATION__ALLOC__23CACD06
OPERATION,FULFILLED_QTY,DF__OPERATION__FULFI__24BEF13F
OPERATION,STATUS_EFF_DATE,DF__OPERATION__STATU__25B31578
OPERATION,OVERLAP_SETUP,DF__OPERATION__OVERL__2E692261
OPERATION,PERCENT_COMPL,DF__OPERATION__PERCE__2CA0D580
OPERATION,QTY_COMPL_BY_HRS,DF__OPERATION__QTY_C__2D94F9B9
OPERATION,MAX_QTY_COMPLETE,DF__OPERATION__MAX_Q__2E891DF2
OPERATION,DISPATCH_SEQUENCE,DF__OPERATION__DISPA__2F7D422B
OPERATION_AUDIT,DIRECTION,DF__OPERATION__DIREC__26A739B1
OPERATION_AUDIT,RESULT,DF__OPERATION__RESUL__279B5DEA
OPERATION_RESOURCE,JUSTIFICATION,DF__OPERATION__JUSTI__288F8223
OPERATION_SCHED,ISDETERMINANT,DF__OPERATION__ISDET__05D12122
OPERATION_SCHED,DIRECTION,DF__OPERATION__DIREC__06C5455B
OPERATION_SUMMARY,EST_ATL_LAB_COST,DF__OPERATION__EST_A__2B6BEECE
OPERATION_SUMMARY,EST_ATL_BUR_COST,DF__OPERATION__EST_A__2C601307
OPERATION_SUMMARY,EST_ATL_SER_COST,DF__OPERATION__EST_A__2D543740
OPERATION_SUMMARY,REM_ATL_LAB_COST,DF__OPERATION__REM_A__2E485B79
OPERATION_SUMMARY,REM_ATL_BUR_COST,DF__OPERATION__REM_A__2F3C7FB2
OPERATION_SUMMARY,REM_ATL_SER_COST,DF__OPERATION__REM_A__3030A3EB
PACKAGE_TYPE_SYNC,CREATE_DATE,DF__PACKAGE_T__CREAT__3124C824
PACKAGE_TYPE_SYNC,SUBSCRIPTIONS,DF__PACKAGE_T__SUBSC__3218EC5D
PART,PLANNING_LEADTIME,DF__PART__PLANNING_L__330D1096
PART,ORDER_POLICY,DF__PART__ORDER_POLI__340134CF
PART,FABRICATED,DF__PART__FABRICATED__34F55908
PART,PURCHASED,DF__PART__PURCHASED__35E97D41
PART,STOCKED,DF__PART__STOCKED__36DDA17A
PART,DETAIL_ONLY,DF__PART__DETAIL_ONL__37D1C5B3
PART,DEMAND_HISTORY,DF__PART__DEMAND_HIS__38C5E9EC
PART,TOOL_OR_FIXTURE,DF__PART__TOOL_OR_FI__39BA0E25
PART,INSPECTION_REQD,DF__PART__INSPECTION__3AAE325E
PART,INVENTORY_LOCKED,DF__PART__INVENTORY___3BA25697
PART,QTY_ON_HAND,DF__PART__QTY_ON_HAN__3C967AD0
PART,QTY_AVAILABLE_ISS,DF__PART__QTY_AVAILA__3D8A9F09
PART,QTY_AVAILABLE_MRP,DF__PART__QTY_AVAILA__3E7EC342
PART,QTY_ON_ORDER,DF__PART__QTY_ON_ORD__3F72E77B
PART,QTY_IN_DEMAND,DF__PART__QTY_IN_DEM__40670BB4
PART,ADD_FORECAST,DF__PART__ADD_FORECA__415B2FED
PART,PIECE_TRACKED,DF__PART__PIECE_TRAC__424F5426
PART,LENGTH_REQD,DF__PART__LENGTH_REQ__4343785F
PART,WIDTH_REQD,DF__PART__WIDTH_REQD__44379C98
PART,HEIGHT_REQD,DF__PART__HEIGHT_REQ__452BC0D1
PART,QTY_COMMITTED,DF__PART__QTY_COMMIT__461FE50A
PART,intrastat_exempt,DF__PART__intrastat___47140943
PART,IS_KIT,DF__PART__IS_KIT__48082D7C
PART,STATUS_EFF_DATE,DF__PART__STATUS_EFF__48FC51B5
PART,CONTROLLED_BY_ICS,DF__PART__CONTROLLED__49F075EE
PART,CREATE_DATE,DF__PART__CREATE_DAT__196E057B
PART_LOCATION,QTY,DF__PART_LOCATI__QTY__4AE49A27
PART_LOCATION,LOCKED,DF__PART_LOCA__LOCKE__4BD8BE60
PART_LOCATION,TRANSIT,DF__PART_LOCA__TRANS__4CCCE299
PART_LOCATION,COMMITTED_QTY,DF__PART_LOCA__COMMI__4DC106D2
PART_LOCATION,DEF_BACKFLUSH_LOC,DF__PART_LOCA__DEF_B__4EB52B0B
PART_LOCATION,AUTO_ISSUE_LOC,DF__PART_LOCA__AUTO___4FA94F44
PART_LOCATION,DEF_INSPECT_LOC,DF__PART_LOCA__DEF_I__509D737D
PART_LOCATION,STATUS_EFF_DATE,DF__PART_LOCA__STATU__519197B6
PART_SITE,UNIT_MATERIAL_COST,DF__PART_SITE__UNIT___5285BBEF
PART_SITE,UNIT_LABOR_COST,DF__PART_SITE__UNIT___5379E028
PART_SITE,BURDEN_PERCENT,DF__PART_SITE__BURDE__546E0461
PART_SITE,BURDEN_PER_UNIT,DF__PART_SITE__BURDE__5562289A
PART_SITE,PURC_BUR_PERCENT,DF__PART_SITE__PURC___56564CD3
PART_SITE,UNIT_BURDEN_COST,DF__PART_SITE__UNIT___574A710C
PART_SITE,FIXED_COST,DF__PART_SITE__FIXED__583E9545
PART_SITE,UNIT_SERVICE_COST,DF__PART_SITE__UNIT___5932B97E
PART_SITE,NEW_MATERIAL_COST,DF__PART_SITE__NEW_M__5A26DDB7
PART_SITE,NEW_LABOR_COST,DF__PART_SITE__NEW_L__5B1B01F0
PART_SITE,NEW_BURDEN_COST,DF__PART_SITE__NEW_B__5C0F2629
PART_SITE,NEW_SERVICE_COST,DF__PART_SITE__NEW_S__5D034A62
PART_SITE,NEW_BURDEN_PERCENT,DF__PART_SITE__NEW_B__5DF76E9B
PART_SITE,NEW_BURDEN_PERUNIT,DF__PART_SITE__NEW_B__5EEB92D4
PART_SITE,PURC_BUR_PER_UNIT,DF__PART_SITE__PURC___5FDFB70D
PART_SITE,NEW_FIXED_COST,DF__PART_SITE__NEW_F__60D3DB46
PART_SITE,QTY_ON_HAND,DF__PART_SITE__QTY_O__61C7FF7F
PART_SITE,QTY_AVAILABLE_ISS,DF__PART_SITE__QTY_A__62BC23B8
PART_SITE,QTY_AVAILABLE_MRP,DF__PART_SITE__QTY_A__63B047F1
PART_SITE,QTY_ON_ORDER,DF__PART_SITE__QTY_O__64A46C2A
PART_SITE,QTY_IN_DEMAND,DF__PART_SITE__QTY_I__65989063
PART_SITE,QTY_COMMITTED,DF__PART_SITE__QTY_C__668CB49C
PART_SITE,INTRASTAT_EXEMPT,DF__PART_SITE__INTRA__6780D8D5
PART_SITE,CREATE_DATE,DF__PART_SITE__CREAT__1A6229B4
PART_SITE,IS_RATE_BASED,DF__PART_SITE__IS_RA__2D74FE28
PART_SYNC,CREATE_DATE,DF__PART_SYNC__CREAT__6874FD0E
PART_SYNC,SUBSCRIPTIONS,DF__PART_SYNC__SUBSC__69692147
PART_TRACE_LOCATION,QTY,DF__PART_TRACE___QTY__6A5D4580
PART_WAREHOUSE,MIN_INV_QTY,DF__PART_WARE__MIN_I__6B5169B9
