SITE_ID,CUST_ID,ORDER_ID,ORDER_LINE_NO,ORDER_DEL_NO,DEMAND_KEY,DEMAND_TYPE,SUPPLY_KEY,SUPPLY_TYPE,BASE_ID,LOT_ID,SPLIT_ID,PART_ID,WANT_DATE,FINISH_DATE,ORDER_QTY,SHIPPED_QTY,DESIRED_QTY,RECEIVED_QTY,ALLOCATED_QTY
MTM2,CID-00015-04,CO-087004,71,1,CD~CO-087004~*~*~71~1,CD,NULL," "," "," "," ",A17-21790-002,2029-05-22 00:00:00.000,2026-05-29 00:00:00.000,209.00000000,0.00000000,0.00000000,0.00000000,209.00000000
MTM2,CID-00660-03,CO-100001,1,58,CD~CO-100001~*~*~1~58,CD,NULL," "," "," "," ",64503,2028-05-08 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,1,57,CD~CO-100001~*~*~1~57,CD,NULL," "," "," "," ",64503,2028-05-01 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,2,20,CD~CO-100001~*~*~2~20,CD,NULL," "," "," "," ",64508,2028-04-24 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,4,74,CD~CO-100001~*~*~4~74,CD,NULL," "," "," "," ",1224196,2028-04-17 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00660-03,CO-100001,1,56,CD~CO-100001~*~*~1~56,CD,NULL," "," "," "," ",64503,2028-04-10 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,1,55,CD~CO-100001~*~*~1~55,CD,NULL," "," "," "," ",64503,2028-04-03 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,2,19,CD~CO-100001~*~*~2~19,CD,NULL," "," "," "," ",64508,2028-03-20 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,1,54,CD~CO-100001~*~*~1~54,CD,NULL," "," "," "," ",64503,2028-03-13 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00331-01,CO-100013-21,2,84,CD~CO-100013-21~*~*~2~84,CD,NULL," "," "," "," ","11057-7822      ",2028-03-09 00:00:00.000,2026-05-29 00:00:00.000,1528.00000000,0.00000000,0.00000000,0.00000000,1528.00000000
MTM2,CID-00331-01,CO-100013-21,4,61,CD~CO-100013-21~*~*~4~61,CD,NULL," "," "," "," ","11058-4138      ",2028-03-09 00:00:00.000,2026-05-29 00:00:00.000,366.00000000,0.00000000,0.00000000,0.00000000,366.00000000
MTM2,CID-00331-01,CO-100013-21,5,74,CD~CO-100013-21~*~*~5~74,CD,NULL," "," "," "," ","11058-7355      ",2028-03-09 00:00:00.000,2026-05-29 00:00:00.000,146.00000000,0.00000000,0.00000000,0.00000000,146.00000000
MTM2,CID-00331-01,CO-100013-21,6,57,CD~CO-100013-21~*~*~6~57,CD,NULL," "," "," "," ","11058-7782      ",2028-03-09 00:00:00.000,2026-05-29 00:00:00.000,338.00000000,0.00000000,0.00000000,0.00000000,338.00000000
MTM2,CID-00331-01,CO-100013-21,8,27,CD~CO-100013-21~*~*~8~27,CD,NULL," "," "," "," ","13272-3994      ",2028-03-09 00:00:00.000,2026-05-29 00:00:00.000,1146.00000000,0.00000000,0.00000000,0.00000000,1146.00000000
MTM2,CID-00660-03,CO-100001,1,53,CD~CO-100001~*~*~1~53,CD,NULL," "," "," "," ",64503,2028-03-06 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00331-01,CO-100013-21,2,83,CD~CO-100013-21~*~*~2~83,CD,NULL," "," "," "," ","11057-7822      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,25500.00000000,0.00000000,0.00000000,0.00000000,25500.00000000
MTM2,CID-00331-01,CO-100013-21,3,72,CD~CO-100013-21~*~*~3~72,CD,NULL," "," "," "," ","11057-7975      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,272.00000000,0.00000000,0.00000000,0.00000000,272.00000000
MTM2,CID-00331-01,CO-100013-21,4,60,CD~CO-100013-21~*~*~4~60,CD,NULL," "," "," "," ","11058-4138      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,380.00000000,0.00000000,0.00000000,0.00000000,380.00000000
MTM2,CID-00331-01,CO-100013-21,5,73,CD~CO-100013-21~*~*~5~73,CD,NULL," "," "," "," ","11058-7355      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,384.00000000,0.00000000,0.00000000,0.00000000,384.00000000
MTM2,CID-00331-01,CO-100013-21,6,56,CD~CO-100013-21~*~*~6~56,CD,NULL," "," "," "," ","11058-7782      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,250.00000000,0.00000000,0.00000000,0.00000000,250.00000000
MTM2,CID-00331-01,CO-100013-21,7,72,CD~CO-100013-21~*~*~7~72,CD,NULL," "," "," "," ","13042-0804      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,2700.00000000,0.00000000,0.00000000,0.00000000,2700.00000000
MTM2,CID-00331-01,CO-100013-21,12,40,CD~CO-100013-21~*~*~12~40,CD,NULL," "," "," "," ","13272-7037      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,328.00000000,0.00000000,0.00000000,0.00000000,328.00000000
MTM2,CID-00331-01,CO-100013-21,13,52,CD~CO-100013-21~*~*~13~52,CD,NULL," "," "," "," ","14093-1268      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,3222.00000000,0.00000000,0.00000000,0.00000000,3222.00000000
MTM2,CID-00331-01,CO-100013-21,14,71,CD~CO-100013-21~*~*~14~71,CD,NULL," "," "," "," ","27012-0857D      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,565.00000000,0.00000000,0.00000000,0.00000000,565.00000000
MTM2,CID-00331-01,CO-100013-21,15,61,CD~CO-100013-21~*~*~15~61,CD,NULL," "," "," "," ","27012-0917      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,154.00000000,0.00000000,0.00000000,0.00000000,154.00000000
MTM2,CID-00331-01,CO-100013-21,16,79,CD~CO-100013-21~*~*~16~79,CD,NULL," "," "," "," ","27012-0922      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,262.00000000,0.00000000,0.00000000,0.00000000,262.00000000
MTM2,CID-00331-01,CO-100013-21,17,37,CD~CO-100013-21~*~*~17~37,CD,NULL," "," "," "," ","49103-0016      ",2028-03-02 00:00:00.000,2026-05-29 00:00:00.000,4884.00000000,0.00000000,0.00000000,0.00000000,4884.00000000
MTM2,CID-00660-03,CO-100001,4,73,CD~CO-100001~*~*~4~73,CD,NULL," "," "," "," ",1224196,2028-02-28 00:00:00.000,2026-05-29 00:00:00.000,420.00000000,0.00000000,0.00000000,0.00000000,420.00000000
MTM2,CID-00331-01,CO-100013-21,1,72,CD~CO-100013-21~*~*~1~72,CD,NULL," "," "," "," ","11057-7392      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,731.00000000,0.00000000,0.00000000,0.00000000,731.00000000
MTM2,CID-00331-01,CO-100013-21,2,82,CD~CO-100013-21~*~*~2~82,CD,NULL," "," "," "," ","11057-7822      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,25500.00000000,0.00000000,0.00000000,0.00000000,25500.00000000
MTM2,CID-00331-01,CO-100013-21,3,71,CD~CO-100013-21~*~*~3~71,CD,NULL," "," "," "," ","11057-7975      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,140.00000000,0.00000000,0.00000000,0.00000000,140.00000000
MTM2,CID-00331-01,CO-100013-21,4,59,CD~CO-100013-21~*~*~4~59,CD,NULL," "," "," "," ","11058-4138      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,380.00000000,0.00000000,0.00000000,0.00000000,380.00000000
MTM2,CID-00331-01,CO-100013-21,5,72,CD~CO-100013-21~*~*~5~72,CD,NULL," "," "," "," ","11058-7355      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,372.00000000,0.00000000,0.00000000,0.00000000,372.00000000
MTM2,CID-00331-01,CO-100013-21,6,55,CD~CO-100013-21~*~*~6~55,CD,NULL," "," "," "," ","11058-7782      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,7,71,CD~CO-100013-21~*~*~7~71,CD,NULL," "," "," "," ","13042-0804      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,9,23,CD~CO-100013-21~*~*~9~23,CD,NULL," "," "," "," ","13272-4000      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,13667.00000000,0.00000000,0.00000000,0.00000000,13667.00000000
MTM2,CID-00331-01,CO-100013-21,10,40,CD~CO-100013-21~*~*~10~40,CD,NULL," "," "," "," ","13272-4001      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,1752.00000000,0.00000000,0.00000000,0.00000000,1752.00000000
MTM2,CID-00331-01,CO-100013-21,13,51,CD~CO-100013-21~*~*~13~51,CD,NULL," "," "," "," ","14093-1268      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,6020.00000000,0.00000000,0.00000000,0.00000000,6020.00000000
MTM2,CID-00331-01,CO-100013-21,14,70,CD~CO-100013-21~*~*~14~70,CD,NULL," "," "," "," ","27012-0857D      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,700.00000000,0.00000000,0.00000000,0.00000000,700.00000000
MTM2,CID-00331-01,CO-100013-21,16,78,CD~CO-100013-21~*~*~16~78,CD,NULL," "," "," "," ","27012-0922      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,585.00000000,0.00000000,0.00000000,0.00000000,585.00000000
MTM2,CID-00331-01,CO-100013-21,18,37,CD~CO-100013-21~*~*~18~37,CD,NULL," "," "," "," ","49103-0017      ",2028-02-24 00:00:00.000,2026-05-29 00:00:00.000,6150.00000000,0.00000000,0.00000000,0.00000000,6150.00000000
MTM2,CID-00660-03,CO-100001,1,52,CD~CO-100001~*~*~1~52,CD,NULL," "," "," "," ",64503,2028-02-21 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00331-01,CO-100013-21,1,71,CD~CO-100013-21~*~*~1~71,CD,NULL," "," "," "," ","11057-7392      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,2,81,CD~CO-100013-21~*~*~2~81,CD,NULL," "," "," "," ","11057-7822      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,22000.00000000,0.00000000,0.00000000,0.00000000,22000.00000000
MTM2,CID-00331-01,CO-100013-21,3,70,CD~CO-100013-21~*~*~3~70,CD,NULL," "," "," "," ","11057-7975      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,280.00000000,0.00000000,0.00000000,0.00000000,280.00000000
MTM2,CID-00331-01,CO-100013-21,4,58,CD~CO-100013-21~*~*~4~58,CD,NULL," "," "," "," ","11058-4138      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,580.00000000,0.00000000,0.00000000,0.00000000,580.00000000
MTM2,CID-00331-01,CO-100013-21,5,71,CD~CO-100013-21~*~*~5~71,CD,NULL," "," "," "," ","11058-7355      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,576.00000000,0.00000000,0.00000000,0.00000000,576.00000000
MTM2,CID-00331-01,CO-100013-21,6,54,CD~CO-100013-21~*~*~6~54,CD,NULL," "," "," "," ","11058-7782      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,7,70,CD~CO-100013-21~*~*~7~70,CD,NULL," "," "," "," ","13042-0804      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,8,26,CD~CO-100013-21~*~*~8~26,CD,NULL," "," "," "," ","13272-3994      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,18200.00000000,0.00000000,0.00000000,0.00000000,18200.00000000
MTM2,CID-00331-01,CO-100013-21,11,17,CD~CO-100013-21~*~*~11~17,CD,NULL," "," "," "," ","13272-4013      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,1447.00000000,0.00000000,0.00000000,0.00000000,1447.00000000
MTM2,CID-00331-01,CO-100013-21,12,39,CD~CO-100013-21~*~*~12~39,CD,NULL," "," "," "," ","13272-7037      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,1140.00000000,0.00000000,0.00000000,0.00000000,1140.00000000
MTM2,CID-00331-01,CO-100013-21,14,69,CD~CO-100013-21~*~*~14~69,CD,NULL," "," "," "," ","27012-0857D      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,800.00000000,0.00000000,0.00000000,0.00000000,800.00000000
MTM2,CID-00331-01,CO-100013-21,15,60,CD~CO-100013-21~*~*~15~60,CD,NULL," "," "," "," ","27012-0917      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,16,77,CD~CO-100013-21~*~*~16~77,CD,NULL," "," "," "," ","27012-0922      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,845.00000000,0.00000000,0.00000000,0.00000000,845.00000000
MTM2,CID-00331-01,CO-100013-21,17,36,CD~CO-100013-21~*~*~17~36,CD,NULL," "," "," "," ","49103-0016      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,8500.00000000,0.00000000,0.00000000,0.00000000,8500.00000000
MTM2,CID-00331-01,CO-100013-21,18,36,CD~CO-100013-21~*~*~18~36,CD,NULL," "," "," "," ","49103-0017      ",2028-02-17 00:00:00.000,2026-05-29 00:00:00.000,8600.00000000,0.00000000,0.00000000,0.00000000,8600.00000000
MTM2,CID-00660-03,CO-100001,2,18,CD~CO-100001~*~*~2~18,CD,NULL," "," "," "," ",64508,2028-02-14 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00331-01,CO-100013-21,1,70,CD~CO-100013-21~*~*~1~70,CD,NULL," "," "," "," ","11057-7392      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,2,80,CD~CO-100013-21~*~*~2~80,CD,NULL," "," "," "," ","11057-7822      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,22000.00000000,0.00000000,0.00000000,0.00000000,22000.00000000
MTM2,CID-00331-01,CO-100013-21,3,69,CD~CO-100013-21~*~*~3~69,CD,NULL," "," "," "," ","11057-7975      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,420.00000000,0.00000000,0.00000000,0.00000000,420.00000000
MTM2,CID-00331-01,CO-100013-21,4,57,CD~CO-100013-21~*~*~4~57,CD,NULL," "," "," "," ","11058-4138      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,560.00000000,0.00000000,0.00000000,0.00000000,560.00000000
MTM2,CID-00331-01,CO-100013-21,5,70,CD~CO-100013-21~*~*~5~70,CD,NULL," "," "," "," ","11058-7355      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,576.00000000,0.00000000,0.00000000,0.00000000,576.00000000
MTM2,CID-00331-01,CO-100013-21,6,53,CD~CO-100013-21~*~*~6~53,CD,NULL," "," "," "," ","11058-7782      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,7,69,CD~CO-100013-21~*~*~7~69,CD,NULL," "," "," "," ","13042-0804      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,10,39,CD~CO-100013-21~*~*~10~39,CD,NULL," "," "," "," ","13272-4001      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,2160.00000000,0.00000000,0.00000000,0.00000000,2160.00000000
MTM2,CID-00331-01,CO-100013-21,12,38,CD~CO-100013-21~*~*~12~38,CD,NULL," "," "," "," ","13272-7037      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,1140.00000000,0.00000000,0.00000000,0.00000000,1140.00000000
MTM2,CID-00331-01,CO-100013-21,13,50,CD~CO-100013-21~*~*~13~50,CD,NULL," "," "," "," ","14093-1268      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,6020.00000000,0.00000000,0.00000000,0.00000000,6020.00000000
MTM2,CID-00331-01,CO-100013-21,14,68,CD~CO-100013-21~*~*~14~68,CD,NULL," "," "," "," ","27012-0857D      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,900.00000000,0.00000000,0.00000000,0.00000000,900.00000000
MTM2,CID-00331-01,CO-100013-21,15,59,CD~CO-100013-21~*~*~15~59,CD,NULL," "," "," "," ","27012-0917      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,16,76,CD~CO-100013-21~*~*~16~76,CD,NULL," "," "," "," ","27012-0922      ",2028-02-10 00:00:00.000,2026-05-29 00:00:00.000,845.00000000,0.00000000,0.00000000,0.00000000,845.00000000
MTM2,CID-00660-03,CO-100001,1,51,CD~CO-100001~*~*~1~51,CD,NULL," "," "," "," ",64503,2028-02-07 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00331-01,CO-100013-21,1,69,CD~CO-100013-21~*~*~1~69,CD,NULL," "," "," "," ","11057-7392      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,1110.00000000,0.00000000,0.00000000,0.00000000,1110.00000000
MTM2,CID-00331-01,CO-100013-21,2,79,CD~CO-100013-21~*~*~2~79,CD,NULL," "," "," "," ","11057-7822      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,22000.00000000,0.00000000,0.00000000,0.00000000,22000.00000000
MTM2,CID-00331-01,CO-100013-21,3,68,CD~CO-100013-21~*~*~3~68,CD,NULL," "," "," "," ","11057-7975      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,280.00000000,0.00000000,0.00000000,0.00000000,280.00000000
MTM2,CID-00331-01,CO-100013-21,4,56,CD~CO-100013-21~*~*~4~56,CD,NULL," "," "," "," ","11058-4138      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,580.00000000,0.00000000,0.00000000,0.00000000,580.00000000
MTM2,CID-00331-01,CO-100013-21,5,69,CD~CO-100013-21~*~*~5~69,CD,NULL," "," "," "," ","11058-7355      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,576.00000000,0.00000000,0.00000000,0.00000000,576.00000000
MTM2,CID-00331-01,CO-100013-21,6,52,CD~CO-100013-21~*~*~6~52,CD,NULL," "," "," "," ","11058-7782      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,750.00000000,0.00000000,0.00000000,0.00000000,750.00000000
MTM2,CID-00331-01,CO-100013-21,7,68,CD~CO-100013-21~*~*~7~68,CD,NULL," "," "," "," ","13042-0804      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,13,49,CD~CO-100013-21~*~*~13~49,CD,NULL," "," "," "," ","14093-1268      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,6020.00000000,0.00000000,0.00000000,0.00000000,6020.00000000
MTM2,CID-00331-01,CO-100013-21,14,67,CD~CO-100013-21~*~*~14~67,CD,NULL," "," "," "," ","27012-0857D      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,800.00000000,0.00000000,0.00000000,0.00000000,800.00000000
MTM2,CID-00331-01,CO-100013-21,15,58,CD~CO-100013-21~*~*~15~58,CD,NULL," "," "," "," ","27012-0917      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,16,75,CD~CO-100013-21~*~*~16~75,CD,NULL," "," "," "," ","27012-0922      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,845.00000000,0.00000000,0.00000000,0.00000000,845.00000000
MTM2,CID-00331-01,CO-100013-21,17,35,CD~CO-100013-21~*~*~17~35,CD,NULL," "," "," "," ","49103-0016      ",2028-02-03 00:00:00.000,2026-05-29 00:00:00.000,8500.00000000,0.00000000,0.00000000,0.00000000,8500.00000000
MTM2,CID-00331-01,CO-100013-21,1,68,CD~CO-100013-21~*~*~1~68,CD,NULL," "," "," "," ","11057-7392      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,2,78,CD~CO-100013-21~*~*~2~78,CD,NULL," "," "," "," ","11057-7822      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,22000.00000000,0.00000000,0.00000000,0.00000000,22000.00000000
MTM2,CID-00331-01,CO-100013-21,3,67,CD~CO-100013-21~*~*~3~67,CD,NULL," "," "," "," ","11057-7975      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,280.00000000,0.00000000,0.00000000,0.00000000,280.00000000
MTM2,CID-00331-01,CO-100013-21,4,55,CD~CO-100013-21~*~*~4~55,CD,NULL," "," "," "," ","11058-4138      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,580.00000000,0.00000000,0.00000000,0.00000000,580.00000000
MTM2,CID-00331-01,CO-100013-21,5,68,CD~CO-100013-21~*~*~5~68,CD,NULL," "," "," "," ","11058-7355      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,576.00000000,0.00000000,0.00000000,0.00000000,576.00000000
MTM2,CID-00331-01,CO-100013-21,6,51,CD~CO-100013-21~*~*~6~51,CD,NULL," "," "," "," ","11058-7782      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,7,67,CD~CO-100013-21~*~*~7~67,CD,NULL," "," "," "," ","13042-0804      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,8,25,CD~CO-100013-21~*~*~8~25,CD,NULL," "," "," "," ","13272-3994      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,18200.00000000,0.00000000,0.00000000,0.00000000,18200.00000000
MTM2,CID-00331-01,CO-100013-21,9,22,CD~CO-100013-21~*~*~9~22,CD,NULL," "," "," "," ","13272-4000      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,19040.00000000,0.00000000,0.00000000,0.00000000,19040.00000000
MTM2,CID-00331-01,CO-100013-21,10,38,CD~CO-100013-21~*~*~10~38,CD,NULL," "," "," "," ","13272-4001      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,2160.00000000,0.00000000,0.00000000,0.00000000,2160.00000000
MTM2,CID-00331-01,CO-100013-21,12,37,CD~CO-100013-21~*~*~12~37,CD,NULL," "," "," "," ","13272-7037      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,1140.00000000,0.00000000,0.00000000,0.00000000,1140.00000000
MTM2,CID-00331-01,CO-100013-21,14,66,CD~CO-100013-21~*~*~14~66,CD,NULL," "," "," "," ","27012-0857D      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,900.00000000,0.00000000,0.00000000,0.00000000,900.00000000
MTM2,CID-00331-01,CO-100013-21,15,57,CD~CO-100013-21~*~*~15~57,CD,NULL," "," "," "," ","27012-0917      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,16,74,CD~CO-100013-21~*~*~16~74,CD,NULL," "," "," "," ","27012-0922      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,845.00000000,0.00000000,0.00000000,0.00000000,845.00000000
MTM2,CID-00331-01,CO-100013-21,18,35,CD~CO-100013-21~*~*~18~35,CD,NULL," "," "," "," ","49103-0017      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,8600.00000000,0.00000000,0.00000000,0.00000000,8600.00000000
MTM2,CID-00331-01,CO-100013-21,19,13,CD~CO-100013-21~*~*~19~13,CD,NULL," "," "," "," ","92026-0921      ",2028-01-27 00:00:00.000,2026-05-29 00:00:00.000,11124.00000000,0.00000000,0.00000000,0.00000000,11124.00000000
MTM2,CID-00331-01,CO-100013-21,1,67,CD~CO-100013-21~*~*~1~67,CD,NULL," "," "," "," ","11057-7392      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,2,77,CD~CO-100013-21~*~*~2~77,CD,NULL," "," "," "," ","11057-7822      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,22000.00000000,0.00000000,0.00000000,0.00000000,22000.00000000
MTM2,CID-00331-01,CO-100013-21,3,66,CD~CO-100013-21~*~*~3~66,CD,NULL," "," "," "," ","11057-7975      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,280.00000000,0.00000000,0.00000000,0.00000000,280.00000000
MTM2,CID-00331-01,CO-100013-21,4,54,CD~CO-100013-21~*~*~4~54,CD,NULL," "," "," "," ","11058-4138      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,5,67,CD~CO-100013-21~*~*~5~67,CD,NULL," "," "," "," ","11058-7355      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,504.00000000,0.00000000,0.00000000,0.00000000,504.00000000
MTM2,CID-00331-01,CO-100013-21,6,50,CD~CO-100013-21~*~*~6~50,CD,NULL," "," "," "," ","11058-7782      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,7,66,CD~CO-100013-21~*~*~7~66,CD,NULL," "," "," "," ","13042-0804      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,11,16,CD~CO-100013-21~*~*~11~16,CD,NULL," "," "," "," ","13272-4013      ",2028-01-20 00:00:00.000,2026-05-29 00:00:00.000,1800.00000000,0.00000000,0.00000000,0.00000000,1800.00000000
