SITE_ID,CUST_ID,ORDER_ID,ORDER_LINE_NO,ORDER_DEL_NO,DEMAND_KEY,DEMAND_TYPE,SUPPLY_KEY,SUPPLY_TYPE,BASE_ID,LOT_ID,SPLIT_ID,PART_ID,WANT_DATE,FINISH_DATE,ORDER_QTY,SHIPPED_QTY,DESIRED_QTY,RECEIVED_QTY,ALLOCATED_QTY
MTM2,CID-00331-01,CO-100013-21,7,59,CD~CO-100013-21~*~*~7~59,CD,NULL," "," "," "," ","13042-0804      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,11,14,CD~CO-100013-21~*~*~11~14,CD,NULL," "," "," "," ","13272-4013      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,1800.00000000,0.00000000,0.00000000,0.00000000,1800.00000000
MTM2,CID-00331-01,CO-100013-21,14,58,CD~CO-100013-21~*~*~14~58,CD,NULL," "," "," "," ","27012-0857D      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,600.00000000,0.00000000,0.00000000,0.00000000,600.00000000
MTM2,CID-00331-01,CO-100013-21,15,49,CD~CO-100013-21~*~*~15~49,CD,NULL," "," "," "," ","27012-0917      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,17,31,CD~CO-100013-21~*~*~17~31,CD,NULL," "," "," "," ","49103-0016      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,8500.00000000,0.00000000,0.00000000,0.00000000,8500.00000000
MTM2,CID-00331-01,CO-100025-21,1,73,CD~CO-100025-21~*~*~1~73,CD,NULL," "," "," "," ","11057-7822      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,36000.00000000,0.00000000,0.00000000,0.00000000,36000.00000000
MTM2,CID-00331-01,CO-100025-21,2,71,CD~CO-100025-21~*~*~2~71,CD,NULL," "," "," "," ","13042-0804      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,11800.00000000,0.00000000,0.00000000,0.00000000,11800.00000000
MTM2,CID-00331-01,CO-100025-21,3,73,CD~CO-100025-21~*~*~3~73,CD,NULL," "," "," "," ","13272-3993      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,9200.00000000,0.00000000,0.00000000,0.00000000,9200.00000000
MTM2,CID-00331-01,CO-100025-21,4,42,CD~CO-100025-21~*~*~4~42,CD,NULL," "," "," "," ","13272-3994      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,16435.00000000,0.00000000,0.00000000,0.00000000,16435.00000000
MTM2,CID-00331-01,CO-100025-21,5,73,CD~CO-100025-21~*~*~5~73,CD,NULL," "," "," "," ","13272-4000      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,9280.00000000,0.00000000,0.00000000,0.00000000,9280.00000000
MTM2,CID-00331-01,CO-100025-21,6,36,CD~CO-100025-21~*~*~6~36,CD,NULL," "," "," "," ","14093-1268      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,14463.00000000,0.00000000,0.00000000,0.00000000,14463.00000000
MTM2,CID-00331-01,CO-100025-21,7,73,CD~CO-100025-21~*~*~7~73,CD,NULL," "," "," "," ","49103-0016      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,9000.00000000,0.00000000,0.00000000,0.00000000,9000.00000000
MTM2,CID-00331-01,CO-100025-21,8,73,CD~CO-100025-21~*~*~8~73,CD,NULL," "," "," "," ","49103-0017      ",2027-11-25 00:00:00.000,2026-05-29 00:00:00.000,9000.00000000,0.00000000,0.00000000,0.00000000,9000.00000000
MTM2,CID-00022-03,CO-100018-22,8,46,CD~CO-100018-22~*~*~8~46,CD,NULL," "," "," "," ",HXE186089HX1,2027-11-24 00:00:00.000,2026-05-29 00:00:00.000,720.00000000,0.00000000,0.00000000,0.00000000,720.00000000
MTM2,CID-00022-03,CO-100018-22,13,119,CD~CO-100018-22~*~*~13~119,CD,NULL," "," "," "," ",TA32318,2027-11-24 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,12,119,CD~CO-100018-22~*~*~12~119,CD,NULL," "," "," "," ",TA32317,2027-11-23 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00347-01,CO-087118,1,361,CD~CO-087118~*~*~1~361,CD,NULL," "," "," "," ",1112.301.060,2027-11-22 00:00:00.000,2026-05-29 00:00:00.000,450.00000000,0.00000000,0.00000000,0.00000000,450.00000000
MTM2,CID-00660-03,CO-100001,1,46,CD~CO-100001~*~*~1~46,CD,NULL," "," "," "," ",64503,2027-11-22 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,4,66,CD~CO-100001~*~*~4~66,CD,NULL," "," "," "," ",1224196,2027-11-22 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,1,13,CD~CO-100018-22~*~*~1~13,CD,NULL," "," "," "," ",AKK29932,2027-11-22 00:00:00.000,2026-05-29 00:00:00.000,116.00000000,0.00000000,0.00000000,0.00000000,116.00000000
MTM2,CID-00331-01,CO-100013-21,2,69,CD~CO-100013-21~*~*~2~69,CD,NULL," "," "," "," ","11057-7822      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100013-21,13,43,CD~CO-100013-21~*~*~13~43,CD,NULL," "," "," "," ","14093-1268      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,6020.00000000,0.00000000,0.00000000,0.00000000,6020.00000000
MTM2,CID-00331-01,CO-100013-21,18,31,CD~CO-100013-21~*~*~18~31,CD,NULL," "," "," "," ","49103-0017      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,8600.00000000,0.00000000,0.00000000,0.00000000,8600.00000000
MTM2,CID-00022-03,CO-100018-22,2,65,CD~CO-100018-22~*~*~2~65,CD,NULL," "," "," "," ",AKK46582,2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,24.00000000,0.00000000,0.00000000,0.00000000,24.00000000
MTM2,CID-00022-03,CO-100018-22,3,61,CD~CO-100018-22~*~*~3~61,CD,NULL," "," "," "," ",AKK54380,2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,10.00000000,0.00000000,0.00000000,0.00000000,10.00000000
MTM2,CID-00022-03,CO-100018-22,4,60,CD~CO-100018-22~*~*~4~60,CD,NULL," "," "," "," ",AKK57447,2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,30.00000000,0.00000000,0.00000000,0.00000000,30.00000000
MTM2,CID-00022-03,CO-100018-22,8,45,CD~CO-100018-22~*~*~8~45,CD,NULL," "," "," "," ",HXE186089HX1,2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,720.00000000,0.00000000,0.00000000,0.00000000,720.00000000
MTM2,CID-00331-01,CO-100025-21,1,72,CD~CO-100025-21~*~*~1~72,CD,NULL," "," "," "," ","11057-7822      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,29000.00000000,0.00000000,0.00000000,0.00000000,29000.00000000
MTM2,CID-00331-01,CO-100025-21,2,70,CD~CO-100025-21~*~*~2~70,CD,NULL," "," "," "," ","13042-0804      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,9440.00000000,0.00000000,0.00000000,0.00000000,9440.00000000
MTM2,CID-00331-01,CO-100025-21,3,72,CD~CO-100025-21~*~*~3~72,CD,NULL," "," "," "," ","13272-3993      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,10200.00000000,0.00000000,0.00000000,0.00000000,10200.00000000
MTM2,CID-00331-01,CO-100025-21,5,72,CD~CO-100025-21~*~*~5~72,CD,NULL," "," "," "," ","13272-4000      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,8800.00000000,0.00000000,0.00000000,0.00000000,8800.00000000
MTM2,CID-00331-01,CO-100025-21,7,72,CD~CO-100025-21~*~*~7~72,CD,NULL," "," "," "," ","49103-0016      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,10500.00000000,0.00000000,0.00000000,0.00000000,10500.00000000
MTM2,CID-00331-01,CO-100025-21,8,72,CD~CO-100025-21~*~*~8~72,CD,NULL," "," "," "," ","49103-0017      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,10000.00000000,0.00000000,0.00000000,0.00000000,10000.00000000
MTM2,CID-00331-01,CO-100025-21,9,52,CD~CO-100025-21~*~*~9~52,CD,NULL," "," "," "," ","92026-0921      ",2027-11-17 00:00:00.000,2026-05-29 00:00:00.000,13200.00000000,0.00000000,0.00000000,0.00000000,13200.00000000
MTM2,CID-00022-03,CO-100018-22,9,34,CD~CO-100018-22~*~*~9~34,CD,NULL," "," "," "," ",M88984MX1,2027-11-16 00:00:00.000,2026-05-29 00:00:00.000,200.00000000,0.00000000,0.00000000,0.00000000,200.00000000
MTM2,CID-00660-03,CO-100001,4,65,CD~CO-100001~*~*~4~65,CD,NULL," "," "," "," ",1224196,2027-11-15 00:00:00.000,2026-05-29 00:00:00.000,60.00000000,0.00000000,0.00000000,0.00000000,60.00000000
MTM2,CID-00022-03,CO-100018-22,12,118,CD~CO-100018-22~*~*~12~118,CD,NULL," "," "," "," ",TA32317,2027-11-15 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,13,118,CD~CO-100018-22~*~*~13~118,CD,NULL," "," "," "," ",TA32318,2027-11-15 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00331-01,CO-100013-21,1,66,CD~CO-100013-21~*~*~1~66,CD,NULL," "," "," "," ","11057-7392      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,370.00000000,0.00000000,0.00000000,0.00000000,370.00000000
MTM2,CID-00331-01,CO-100013-21,2,68,CD~CO-100013-21~*~*~2~68,CD,NULL," "," "," "," ","11057-7822      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100013-21,4,46,CD~CO-100013-21~*~*~4~46,CD,NULL," "," "," "," ","11058-4138      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,340.00000000,0.00000000,0.00000000,0.00000000,340.00000000
MTM2,CID-00331-01,CO-100013-21,5,59,CD~CO-100013-21~*~*~5~59,CD,NULL," "," "," "," ","11058-7355      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,300.00000000,0.00000000,0.00000000,0.00000000,300.00000000
MTM2,CID-00331-01,CO-100013-21,6,42,CD~CO-100013-21~*~*~6~42,CD,NULL," "," "," "," ","11058-7782      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,250.00000000,0.00000000,0.00000000,0.00000000,250.00000000
MTM2,CID-00331-01,CO-100013-21,7,58,CD~CO-100013-21~*~*~7~58,CD,NULL," "," "," "," ","13042-0804      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,10,34,CD~CO-100013-21~*~*~10~34,CD,NULL," "," "," "," ","13272-4001      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,2160.00000000,0.00000000,0.00000000,0.00000000,2160.00000000
MTM2,CID-00331-01,CO-100013-21,16,72,CD~CO-100013-21~*~*~16~72,CD,NULL," "," "," "," ","27012-0922      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,650.00000000,0.00000000,0.00000000,0.00000000,650.00000000
MTM2,CID-00331-01,CO-100025-21,1,71,CD~CO-100025-21~*~*~1~71,CD,NULL," "," "," "," ","11057-7822      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100025-21,3,71,CD~CO-100025-21~*~*~3~71,CD,NULL," "," "," "," ","13272-3993      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,800.00000000,0.00000000,0.00000000,0.00000000,800.00000000
MTM2,CID-00331-01,CO-100025-21,5,71,CD~CO-100025-21~*~*~5~71,CD,NULL," "," "," "," ","13272-4000      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,2080.00000000,0.00000000,0.00000000,0.00000000,2080.00000000
MTM2,CID-00331-01,CO-100025-21,7,71,CD~CO-100025-21~*~*~7~71,CD,NULL," "," "," "," ","49103-0016      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100025-21,8,71,CD~CO-100025-21~*~*~8~71,CD,NULL," "," "," "," ","49103-0017      ",2027-11-11 00:00:00.000,2026-05-29 00:00:00.000,1000.00000000,0.00000000,0.00000000,0.00000000,1000.00000000
MTM2,CID-00022-03,CO-100018-22,3,60,CD~CO-100018-22~*~*~3~60,CD,NULL," "," "," "," ",AKK54380,2027-11-09 00:00:00.000,2026-05-29 00:00:00.000,10.00000000,0.00000000,0.00000000,0.00000000,10.00000000
MTM2,CID-00022-03,CO-100018-22,4,59,CD~CO-100018-22~*~*~4~59,CD,NULL," "," "," "," ",AKK57447,2027-11-09 00:00:00.000,2026-05-29 00:00:00.000,30.00000000,0.00000000,0.00000000,0.00000000,30.00000000
MTM2,CID-00022-03,CO-100018-22,9,33,CD~CO-100018-22~*~*~9~33,CD,NULL," "," "," "," ",M88984MX1,2027-11-09 00:00:00.000,2026-05-29 00:00:00.000,200.00000000,0.00000000,0.00000000,0.00000000,200.00000000
MTM2,CID-00022-03,CO-100018-22,12,117,CD~CO-100018-22~*~*~12~117,CD,NULL," "," "," "," ",TA32317,2027-11-09 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,13,117,CD~CO-100018-22~*~*~13~117,CD,NULL," "," "," "," ",TA32318,2027-11-09 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00347-01,CO-087118,1,360,CD~CO-087118~*~*~1~360,CD,NULL," "," "," "," ",1112.301.060,2027-11-08 00:00:00.000,2026-05-29 00:00:00.000,450.00000000,0.00000000,0.00000000,0.00000000,450.00000000
MTM2,CID-00660-03,CO-100001,1,45,CD~CO-100001~*~*~1~45,CD,NULL," "," "," "," ",64503,2027-11-08 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00022-03,CO-100018-22,8,44,CD~CO-100018-22~*~*~8~44,CD,NULL," "," "," "," ",HXE186089HX1,2027-11-08 00:00:00.000,2026-05-29 00:00:00.000,720.00000000,0.00000000,0.00000000,0.00000000,720.00000000
MTM2,CID-00331-01,CO-100013-21,1,65,CD~CO-100013-21~*~*~1~65,CD,NULL," "," "," "," ","11057-7392      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,2,67,CD~CO-100013-21~*~*~2~67,CD,NULL," "," "," "," ","11057-7822      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100013-21,4,45,CD~CO-100013-21~*~*~4~45,CD,NULL," "," "," "," ","11058-4138      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,320.00000000,0.00000000,0.00000000,0.00000000,320.00000000
MTM2,CID-00331-01,CO-100013-21,5,58,CD~CO-100013-21~*~*~5~58,CD,NULL," "," "," "," ","11058-7355      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,300.00000000,0.00000000,0.00000000,0.00000000,300.00000000
MTM2,CID-00331-01,CO-100013-21,6,41,CD~CO-100013-21~*~*~6~41,CD,NULL," "," "," "," ","11058-7782      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,12,35,CD~CO-100013-21~*~*~12~35,CD,NULL," "," "," "," ","13272-7037      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,1140.00000000,0.00000000,0.00000000,0.00000000,1140.00000000
MTM2,CID-00331-01,CO-100013-21,14,57,CD~CO-100013-21~*~*~14~57,CD,NULL," "," "," "," ","27012-0857D      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,600.00000000,0.00000000,0.00000000,0.00000000,600.00000000
MTM2,CID-00331-01,CO-100013-21,15,48,CD~CO-100013-21~*~*~15~48,CD,NULL," "," "," "," ","27012-0917      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,16,71,CD~CO-100013-21~*~*~16~71,CD,NULL," "," "," "," ","27012-0922      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,585.00000000,0.00000000,0.00000000,0.00000000,585.00000000
MTM2,CID-00022-03,CO-100018-22,4,58,CD~CO-100018-22~*~*~4~58,CD,NULL," "," "," "," ",AKK57447,2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,30.00000000,0.00000000,0.00000000,0.00000000,30.00000000
MTM2,CID-00022-03,CO-100018-22,13,116,CD~CO-100018-22~*~*~13~116,CD,NULL," "," "," "," ",TA32318,2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00331-01,CO-100025-21,1,70,CD~CO-100025-21~*~*~1~70,CD,NULL," "," "," "," ","11057-7822      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,40500.00000000,0.00000000,0.00000000,0.00000000,40500.00000000
MTM2,CID-00331-01,CO-100025-21,2,69,CD~CO-100025-21~*~*~2~69,CD,NULL," "," "," "," ","13042-0804      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,11800.00000000,0.00000000,0.00000000,0.00000000,11800.00000000
MTM2,CID-00331-01,CO-100025-21,3,70,CD~CO-100025-21~*~*~3~70,CD,NULL," "," "," "," ","13272-3993      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,10000.00000000,0.00000000,0.00000000,0.00000000,10000.00000000
MTM2,CID-00331-01,CO-100025-21,4,41,CD~CO-100025-21~*~*~4~41,CD,NULL," "," "," "," ","13272-3994      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,16640.00000000,0.00000000,0.00000000,0.00000000,16640.00000000
MTM2,CID-00331-01,CO-100025-21,5,70,CD~CO-100025-21~*~*~5~70,CD,NULL," "," "," "," ","13272-4000      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,10240.00000000,0.00000000,0.00000000,0.00000000,10240.00000000
MTM2,CID-00331-01,CO-100025-21,6,35,CD~CO-100025-21~*~*~6~35,CD,NULL," "," "," "," ","14093-1268      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,20160.00000000,0.00000000,0.00000000,0.00000000,20160.00000000
MTM2,CID-00331-01,CO-100025-21,7,70,CD~CO-100025-21~*~*~7~70,CD,NULL," "," "," "," ","49103-0016      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,10000.00000000,0.00000000,0.00000000,0.00000000,10000.00000000
MTM2,CID-00331-01,CO-100025-21,8,70,CD~CO-100025-21~*~*~8~70,CD,NULL," "," "," "," ","49103-0017      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,10000.00000000,0.00000000,0.00000000,0.00000000,10000.00000000
MTM2,CID-00331-01,CO-100025-21,9,51,CD~CO-100025-21~*~*~9~51,CD,NULL," "," "," "," ","92026-0921      ",2027-11-04 00:00:00.000,2026-05-29 00:00:00.000,13200.00000000,0.00000000,0.00000000,0.00000000,13200.00000000
MTM2,CID-00022-03,CO-100018-22,12,116,CD~CO-100018-22~*~*~12~116,CD,NULL," "," "," "," ",TA32317,2027-11-03 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00347-01,CO-087118,1,359,CD~CO-087118~*~*~1~359,CD,NULL," "," "," "," ",1112.301.060,2027-11-01 00:00:00.000,2026-05-29 00:00:00.000,450.00000000,0.00000000,0.00000000,0.00000000,450.00000000
MTM2,CID-00660-03,CO-100001,1,44,CD~CO-100001~*~*~1~44,CD,NULL," "," "," "," ",64503,2027-11-01 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,2,15,CD~CO-100001~*~*~2~15,CD,NULL," "," "," "," ",64508,2027-11-01 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,4,64,CD~CO-100001~*~*~4~64,CD,NULL," "," "," "," ",1224196,2027-11-01 00:00:00.000,2026-05-29 00:00:00.000,180.00000000,0.00000000,0.00000000,0.00000000,180.00000000
MTM2,CID-00022-03,CO-100018-22,12,115,CD~CO-100018-22~*~*~12~115,CD,NULL," "," "," "," ",TA32317,2027-10-29 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,13,115,CD~CO-100018-22~*~*~13~115,CD,NULL," "," "," "," ",TA32318,2027-10-29 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00331-01,CO-100013-21,1,64,CD~CO-100013-21~*~*~1~64,CD,NULL," "," "," "," ","11057-7392      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,2,66,CD~CO-100013-21~*~*~2~66,CD,NULL," "," "," "," ","11057-7822      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100013-21,4,44,CD~CO-100013-21~*~*~4~44,CD,NULL," "," "," "," ","11058-4138      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,540.00000000,0.00000000,0.00000000,0.00000000,540.00000000
MTM2,CID-00331-01,CO-100013-21,5,57,CD~CO-100013-21~*~*~5~57,CD,NULL," "," "," "," ","11058-7355      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,600.00000000,0.00000000,0.00000000,0.00000000,600.00000000
MTM2,CID-00331-01,CO-100013-21,6,40,CD~CO-100013-21~*~*~6~40,CD,NULL," "," "," "," ","11058-7782      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,7,57,CD~CO-100013-21~*~*~7~57,CD,NULL," "," "," "," ","13042-0804      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,8,22,CD~CO-100013-21~*~*~8~22,CD,NULL," "," "," "," ","13272-3994      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,18200.00000000,0.00000000,0.00000000,0.00000000,18200.00000000
MTM2,CID-00331-01,CO-100013-21,9,19,CD~CO-100013-21~*~*~9~19,CD,NULL," "," "," "," ","13272-4000      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,19040.00000000,0.00000000,0.00000000,0.00000000,19040.00000000
MTM2,CID-00331-01,CO-100013-21,10,33,CD~CO-100013-21~*~*~10~33,CD,NULL," "," "," "," ","13272-4001      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,2160.00000000,0.00000000,0.00000000,0.00000000,2160.00000000
MTM2,CID-00331-01,CO-100013-21,12,34,CD~CO-100013-21~*~*~12~34,CD,NULL," "," "," "," ","13272-7037      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,1140.00000000,0.00000000,0.00000000,0.00000000,1140.00000000
MTM2,CID-00331-01,CO-100013-21,13,42,CD~CO-100013-21~*~*~13~42,CD,NULL," "," "," "," ","14093-1268      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,6020.00000000,0.00000000,0.00000000,0.00000000,6020.00000000
MTM2,CID-00331-01,CO-100013-21,16,70,CD~CO-100013-21~*~*~16~70,CD,NULL," "," "," "," ","27012-0922      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,650.00000000,0.00000000,0.00000000,0.00000000,650.00000000
MTM2,CID-00331-01,CO-100013-21,17,30,CD~CO-100013-21~*~*~17~30,CD,NULL," "," "," "," ","49103-0016      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,8500.00000000,0.00000000,0.00000000,0.00000000,8500.00000000
MTM2,CID-00331-01,CO-100025-21,1,69,CD~CO-100025-21~*~*~1~69,CD,NULL," "," "," "," ","11057-7822      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,40500.00000000,0.00000000,0.00000000,0.00000000,40500.00000000
MTM2,CID-00331-01,CO-100025-21,2,68,CD~CO-100025-21~*~*~2~68,CD,NULL," "," "," "," ","13042-0804      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,9440.00000000,0.00000000,0.00000000,0.00000000,9440.00000000
MTM2,CID-00331-01,CO-100025-21,3,69,CD~CO-100025-21~*~*~3~69,CD,NULL," "," "," "," ","13272-3993      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,9800.00000000,0.00000000,0.00000000,0.00000000,9800.00000000
MTM2,CID-00331-01,CO-100025-21,5,69,CD~CO-100025-21~*~*~5~69,CD,NULL," "," "," "," ","13272-4000      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,7680.00000000,0.00000000,0.00000000,0.00000000,7680.00000000
MTM2,CID-00331-01,CO-100025-21,7,69,CD~CO-100025-21~*~*~7~69,CD,NULL," "," "," "," ","49103-0016      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,10000.00000000,0.00000000,0.00000000,0.00000000,10000.00000000
MTM2,CID-00331-01,CO-100025-21,8,69,CD~CO-100025-21~*~*~8~69,CD,NULL," "," "," "," ","49103-0017      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,10000.00000000,0.00000000,0.00000000,0.00000000,10000.00000000
MTM2,CID-00331-01,CO-100025-21,9,50,CD~CO-100025-21~*~*~9~50,CD,NULL," "," "," "," ","92026-0921      ",2027-10-28 00:00:00.000,2026-05-29 00:00:00.000,13200.00000000,0.00000000,0.00000000,0.00000000,13200.00000000
MTM2,CID-00022-03,CO-100018-22,8,43,CD~CO-100018-22~*~*~8~43,CD,NULL," "," "," "," ",HXE186089HX1,2027-10-27 00:00:00.000,2026-05-29 00:00:00.000,720.00000000,0.00000000,0.00000000,0.00000000,720.00000000
MTM2,CID-00045-01,CO-087125,1,926,CD~CO-087125~*~*~1~926,CD,NULL," "," "," "," ",0501 216 523,2027-10-26 00:00:00.000,2026-05-29 00:00:00.000,50.00000000,0.00000000,0.00000000,0.00000000,50.00000000
