TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,IS_NULLABLE
dbo,FOB_POINT_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,GAGE,TYPE,nvarchar,15,NULL,NULL,YES
dbo,IBT_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,IBT_LINE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,IBT_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,INVENTORY_TRANS,TYPE,nchar,1,NULL,NULL,NO
dbo,ISSUE_REASON,TYPE,nchar,1,NULL,NULL,NO
dbo,JOURNAL_BATCH,TYPE,nvarchar,3,NULL,NULL,NO
dbo,LABOR_TICKET,TYPE,nchar,1,NULL,NULL,NO
dbo,LANG_TRANSLATIONS,TYPE,nchar,1,NULL,NULL,NO
dbo,LOCATION,TYPE,nchar,1,NULL,NULL,NO
dbo,NMFC_CODE_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,NOTATION,TYPE,nchar,2,NULL,NULL,NO
dbo,NOTIFICATION_TEMPLATE,TYPE,nvarchar,10,NULL,NULL,NO
dbo,NOTIFICATION_TOKEN,TYPE,nvarchar,10,NULL,NULL,NO
dbo,OPER_TYPE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,OPER_TYPE_RESOURCE,TYPE,nchar,1,NULL,NULL,NO
dbo,OPER_TYPE_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,OPERATION_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,OPERATION_RESOURCE,TYPE,nchar,1,NULL,NULL,NO
dbo,PACKAGE_TYPE_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,PART_ALIAS,TYPE,nvarchar,30,NULL,NULL,NO
dbo,PART_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PART_CO_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PART_MFG_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PART_PO_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PART_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,PAYABLE,TYPE,nchar,1,NULL,NULL,NO
dbo,PAYABLE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PROBLEM_CLASS,TYPE,nchar,1,NULL,NULL,NO
dbo,PROCESS_ACTIVITY,TYPE,nvarchar,1,NULL,NULL,NO
dbo,PRODUCT_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,PROJ_INFO_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PROJECT_CEILING,TYPE,nchar,1,NULL,NULL,NO
dbo,PURC_HISTORY,TYPE,nchar,1,NULL,NULL,NO
dbo,PURC_LINE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PURC_ORDER_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PURC_ORDER_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,PURC_REQ_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,PURC_REQ_LN_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,QUOTE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,QUOTE_LINE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,QUOTE_OPT_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,QUOTE_PRICING_BIN,TYPE,nchar,1,NULL,NULL,NO
dbo,QUOTED_OPTIONS,TYPE,nchar,3,NULL,NULL,YES
dbo,RCR_PAYABLE,TYPE,nchar,1,NULL,NULL,NO
dbo,RCR_RECEIVABLE,TYPE,nchar,1,NULL,NULL,NO
dbo,REASON,TYPE,nchar,2,NULL,NULL,NO
dbo,RECEIVABLE,TYPE,nchar,1,NULL,NULL,NO
dbo,RECEIVABLE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RECEIVER_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RECV_LINE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RECVR_LINE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,REPORT_LINE,TYPE,nchar,1,NULL,NULL,NO
dbo,REQUIREMENT_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,REVISION_HISTORY,TYPE,nchar,1,NULL,NULL,NO
dbo,RFQ_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RFQ_LINE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RFQ_VND_QT_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RMA,TYPE,nchar,1,NULL,NULL,NO
dbo,RMA_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RMA_LINE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,RMA_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,SELECT_OPT_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,SELECTED_OPTIONS,TYPE,nchar,3,NULL,NULL,YES
dbo,SERV_CHARGE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,SERV_DISP_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,SERVICE_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,SHIP_REASON,TYPE,nchar,1,NULL,NULL,NO
dbo,SHIP_VIA_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,SHOP_RESOURCE,TYPE,nchar,1,NULL,NULL,NO
dbo,SIC_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,SOA_DIMENSION,TYPE,nchar,1,NULL,NULL,NO
dbo,SPREAD_PROFILE,type,nvarchar,1,NULL,NULL,NO
dbo,TASK,TYPE,nvarchar,15,NULL,NULL,NO
dbo,TASK_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,TERRITORY_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,TEST_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,TEST_RESULT,TYPE,nchar,1,NULL,NULL,YES
dbo,TEST_STEP,TYPE,nvarchar,4,NULL,NULL,NO
dbo,TEST_STEP_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,UNP_MNT_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,V_ACCT_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_ADDRESS,TYPE,nvarchar,15,NULL,NULL,YES
dbo,V_CAL_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_CALL_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_CALL_ISS_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_CALL_RES_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_COMMENTS_BACKUP,TYPE,nvarchar,20,NULL,NULL,YES
dbo,V_COMMIS_SHARE,TYPE,nvarchar,15,NULL,NULL,NO
dbo,V_CONTACT,TYPE,nvarchar,15,NULL,NULL,YES
dbo,V_CONTACT_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_CONTR_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_CONTR_ITEM_BIN,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_CUSTOM_BINARY,TYPE,nvarchar,2,NULL,NULL,NO
dbo,V_DUPLICATES,TYPE,nvarchar,15,NULL,NULL,NO
dbo,V_HISTORY,TYPE,nvarchar,15,NULL,NULL,YES
dbo,V_INDUSTRY_CODES,TYPE,nvarchar,15,NULL,NULL,NO
dbo,V_INV_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_INV_LN_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_INVOICE,TYPE,nvarchar,15,NULL,NULL,YES
dbo,V_INVOICE_LINE,TYPE,nvarchar,15,NULL,NULL,NO
dbo,V_MAIL_NAVBAR,TYPE,nvarchar,15,NULL,NULL,YES
dbo,V_NAVBAR,TYPE,nvarchar,15,NULL,NULL,YES
dbo,V_OPTY_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_QTE_LINE_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_QUOTE_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_QUOTE_PART,TYPE,nvarchar,1,NULL,NULL,YES
dbo,V_RPT,TYPE,nvarchar,15,NULL,NULL,NO
dbo,V_SO_EXP_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_SO_LBR_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_SO_MTL_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_SO_OPR_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_SO_VND_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_SRVCORD_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_TASK_BINARY,TYPE,nvarchar,3,NULL,NULL,NO
dbo,V_USER,TYPE,nvarchar,15,NULL,NULL,YES
dbo,VAT,TYPE,nchar,1,NULL,NULL,NO
dbo,VENDOR,TYPE,nchar,1,NULL,NULL,YES
dbo,VENDOR_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,VENDOR_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,VMDI_DATA,TYPE,nvarchar,9,NULL,NULL,NO
dbo,VR_DATA_SOURCE_TABLE,TYPE,int,NULL,10,0,NO
dbo,WIP_VAS_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,WORK_ORDER,TYPE,nchar,1,NULL,NULL,NO
dbo,WORK_ORDER_SYNC,TYPE,nchar,1,NULL,NULL,NO
dbo,WORKFLOW,TYPE,nvarchar,30,NULL,NULL,NO
dbo,WORKORDER_BINARY,TYPE,nchar,1,NULL,NULL,NO
dbo,CUST_ORDER_ALLOC,WANT_DATE,datetime,NULL,NULL,NULL,NO
dbo,EC,WANT_DATE,datetime,NULL,NULL,NULL,YES
dbo,MASTER_SCHEDULE,WANT_DATE,datetime,NULL,NULL,NULL,NO
dbo,PLANNED_ORDER,WANT_DATE,datetime,NULL,NULL,NULL,YES
dbo,PLANNING_MPS,WANT_DATE,datetime,NULL,NULL,NULL,NO
dbo,VR_WORKORDER_HDR,WANT_DATE,datetime,NULL,NULL,NULL,YES
dbo,WORK_ORDER,WBS_CUST_ORDER_ID,nvarchar,15,NULL,NULL,YES
dbo,AMTS_PENDING_TRANS,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,BUFFER,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,BUFFER_STAT_WO_LOC,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,CO_PRODUCT,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,COST_SIMULATION,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,DOCUMENT_REF_WO,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,ECN,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,EQUIP_BILL_OPTIONS,workorder_base_id,nvarchar,30,NULL,NULL,YES
dbo,EQUIP_PM_SCHEDULE,workorder_base_id,nvarchar,30,NULL,NULL,YES
dbo,FEEDING_OPERATIONS,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,INSPECTION_ORDER,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,INVENTORY_TRANS,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,LABOR_TICKET,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,OP_SETUP_ATTRIB,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,OPER_SERVICE_COST,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,OPERATION,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,OPERATION_AUDIT,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,OPERATION_BINARY,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,OPERATION_RESOURCE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,OPERATION_SCHED,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,OPERATION_SUMMARY,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,PAYABLE_LINE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,PROJECT_BASELINE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,PROJECT_BUDGET,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,PROJECT_SUMMARY,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,PURC_REQ_LINE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,QUOTE_LINE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,REFERENCE_DESIGNATOR,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,REQ_PART_ALTERNATE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,REQ_TRC_CTL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,REQUIREMENT,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,REQUIREMENT_BINARY,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,REQUIREMENT_COST,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,REQUIREMENT_SCHED,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,REQUIREMENT_SUM,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,RES_SIMULATION,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,RMA_LINE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,SER_SIMULATION,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,SERVICE_DISPATCHED,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,SERVICE_RECEIPT,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,UNP_MNT_CALLS,workorder_base_id,nvarchar,30,NULL,NULL,YES
dbo,V_CONTR_ITEM,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,V_QUOTE_LINE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,V_SRVC_ORDER,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,V_SRVCORD_EXP,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,V_SRVCORD_LBR,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,V_SRVCORD_MTL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,V_SRVCORD_OPER,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,V_SRVCORD_VNDR,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,VR_WORKORDER_HDR,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,YES
dbo,WIP_BALANCE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_ISSUE_DETAIL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_ISSUE_DIST,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_LABOR_DETAIL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_PAYB_DETAIL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_RECEIPT_DETAIL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_RECEIPT_DIST,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_SERVICE_DETAIL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WIP_SPLIT_DETAIL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WO_SCH_PRIORITY,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WO_SETUP_ATTRIB,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WORK_ORDER_SCHED,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WORK_ORDER_SYNC,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WORKORD_MILESTONE,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WORKORDER_AUDIT,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WORKORDER_BINARY,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WORKORDER_SUMMARY,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,WORKORDER_TRC_CTL,WORKORDER_BASE_ID,nvarchar,30,NULL,NULL,NO
dbo,AMTS_PENDING_TRANS,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,BUFFER,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,BUFFER_STAT_WO_LOC,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,CO_PRODUCT,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,COST_SIMULATION,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,DOCUMENT_REF_WO,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,ECN,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,EQUIP_BILL_OPTIONS,workorder_lot_id,nvarchar,3,NULL,NULL,YES
dbo,EQUIP_PM_SCHEDULE,workorder_lot_id,nvarchar,3,NULL,NULL,YES
dbo,FEEDING_OPERATIONS,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,INSPECTION_ORDER,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,INVENTORY_TRANS,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,LABOR_TICKET,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,OP_SETUP_ATTRIB,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPER_SERVICE_COST,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_AUDIT,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_BINARY,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_RESOURCE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_SCHED,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_SUMMARY,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,PAYABLE_LINE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,PROJECT_BUDGET,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,PROJECT_SUMMARY,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,PURC_REQ_LINE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,QUOTE_LINE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,REFERENCE_DESIGNATOR,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQ_PART_ALTERNATE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQ_TRC_CTL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_BINARY,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_COST,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_SCHED,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_SUM,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,RES_SIMULATION,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,SER_SIMULATION,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,SERVICE_DISPATCHED,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,SERVICE_RECEIPT,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,UNP_MNT_CALLS,workorder_lot_id,nvarchar,3,NULL,NULL,YES
dbo,V_CONTR_ITEM,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,V_QUOTE_LINE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,V_SRVC_ORDER,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,V_SRVCORD_EXP,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,V_SRVCORD_LBR,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,V_SRVCORD_MTL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,V_SRVCORD_OPER,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,V_SRVCORD_VNDR,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,VR_WORKORDER_HDR,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,YES
dbo,WIP_BALANCE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_ISSUE_DETAIL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_ISSUE_DIST,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_LABOR_DETAIL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_PAYB_DETAIL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_RECEIPT_DETAIL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_RECEIPT_DIST,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_SERVICE_DETAIL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WIP_SPLIT_DETAIL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WO_SCH_PRIORITY,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WO_SETUP_ATTRIB,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WORK_ORDER_SCHED,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WORK_ORDER_SYNC,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WORKORD_MILESTONE,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WORKORDER_AUDIT,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WORKORDER_BINARY,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WORKORDER_SUMMARY,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,WORKORDER_TRC_CTL,WORKORDER_LOT_ID,nvarchar,3,NULL,NULL,NO
dbo,AMTS_PENDING_TRANS,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,BUFFER,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,BUFFER_STAT_WO_LOC,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,CO_PRODUCT,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,COST_SIMULATION,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,DOCUMENT_REF_WO,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,ECN,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,EQUIP_BILL_OPTIONS,workorder_split_id,nvarchar,3,NULL,NULL,YES
dbo,EQUIP_PM_SCHEDULE,workorder_split_id,nvarchar,3,NULL,NULL,YES
dbo,FEEDING_OPERATIONS,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,INSPECTION_ORDER,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,INVENTORY_TRANS,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,LABOR_TICKET,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,OP_SETUP_ATTRIB,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPER_SERVICE_COST,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_AUDIT,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_BINARY,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_RESOURCE,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_SCHED,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,OPERATION_SUMMARY,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,PAYABLE_LINE,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,PROJECT_BASELINE,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,PROJECT_BUDGET,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,PROJECT_SUMMARY,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,PURC_REQ_LINE,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,QUOTE_LINE,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,REFERENCE_DESIGNATOR,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQ_PART_ALTERNATE,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQ_TRC_CTL,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_BINARY,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_COST,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_SCHED,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,REQUIREMENT_SUM,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,RES_SIMULATION,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,SER_SIMULATION,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,YES
dbo,SERVICE_DISPATCHED,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,SERVICE_RECEIPT,WORKORDER_SPLIT_ID,nvarchar,3,NULL,NULL,NO
dbo,UNP_MNT_CALLS,workorder_split_id,nvarchar,3,NULL,NULL,YES
